water_temperature,salinity,ph,dissolved_oxygen,ammonia,rainfall,stocking_density,pond_size,water_exchange_rate,disease_history,probiotics_used,antibiotics_used,culture_duration,country,season,month,year,water_quality_index,outbreak_probability,ihhnv_outbreak,disease_type,data_source
26.76,21.3,7.02,5.51,1.878,143.92,78.86,3857.3,14.89,0,1,1,119,Vietnam,Dry,3,2023,0.438,0.78,1,ihhnv,simulated
26.06,8.88,7.28,8.31,1.657,467.51,139.3,2396.16,4.16,0,1,1,91,Indonesia,Dry,8,2020,0.277,0.53,1,ihhnv,simulated
28.67,3.67,8.25,5.8,3.168,204.3,128.88,1566.28,16.43,0,0,0,83,Malaysia,Dry,7,2020,0.598,0.63,1,ihhnv,simulated
31.1,7.39,6.28,6.55,4.136,340.05,173.46,4264.3,29.1,1,0,1,120,Indonesia,Dry,7,2022,0.652,0.88,1,ihhnv,simulated
32.67,6.16,6.61,7.74,0.309,386.23,49.47,2764.34,5.14,1,1,0,64,Philippines,Wet,4,2022,0.258,0.48,0,ihhnv,simulated
27.63,2.47,7.72,4.71,0.501,400.66,85.9,3080.57,0.83,0,0,1,119,China,Dry,10,2023,0.269,0.53,1,ihhnv,simulated
20.8,14.1,6.09,5.71,0.752,119.53,110.22,1101.78,17.47,1,1,0,58,Vietnam,Dry,9,2022,0.462,0.53,1,ihhnv,simulated
25.72,24.9,7.81,4.22,3.859,76.96,95.47,4759.11,16.73,0,1,1,121,Vietnam,Wet,7,2021,0.578,0.83,1,ihhnv,simulated
21.63,29.88,6.16,9.69,2.447,495.11,78.6,2723.27,2.39,1,1,0,108,Malaysia,Dry,12,2019,0.506,0.88,1,ihhnv,simulated
24.49,1.75,6.95,6.93,1.567,251.96,190.74,1556.86,0.73,1,1,0,76,Indonesia,Wet,4,2020,0.368,0.88,1,ihhnv,simulated
31.93,30.09,6.44,7.73,3.715,274.95,135.94,4453.67,24.37,1,1,0,164,Philippines,Dry,3,2022,0.586,0.73,1,ihhnv,simulated
22.35,22.93,7.55,2.54,0.678,93.76,89.14,2957.58,21.53,0,1,1,154,Philippines,Wet,2,2019,0.332,0.805,0,ihhnv,simulated
24.73,0.47,7.04,5.82,1.238,467.22,142.91,4428.08,0.8,0,1,1,87,Thailand,Wet,8,2018,0.354,0.58,1,ihhnv,simulated
28.91,17.52,7.57,9.58,2.022,50.48,147.12,1100.45,14.26,1,0,0,43,Vietnam,Wet,5,2022,0.25,1.0,1,ihhnv,simulated
31.56,1.45,6.4,8.89,3.292,188.94,11.84,2135.27,1.03,0,0,0,104,China,Dry,1,2023,0.554,0.33,0,ihhnv,simulated
33.41,1.06,6.74,7.92,1.774,133.54,24.62,2305.75,5.56,0,1,0,67,Vietnam,Dry,10,2022,0.393,0.23,0,ihhnv,simulated
23.19,5.04,6.65,2.12,4.244,397.12,197.53,2594.85,1.47,1,0,1,134,Vietnam,Dry,2,2019,0.738,1.0,1,ihhnv,simulated
29.59,6.24,7.26,4.83,1.72,465.85,47.07,3307.6,22.28,1,1,1,90,Indonesia,Wet,12,2022,0.403,0.68,1,ihhnv,simulated
32.69,28.84,6.72,2.78,3.876,170.79,157.85,657.42,26.81,1,1,1,177,Vietnam,Wet,4,2022,0.704,1.0,1,ihhnv,simulated
32.6,1.25,6.73,9.67,2.78,369.47,59.6,3661.91,15.52,1,1,0,60,Thailand,Wet,6,2023,0.448,0.58,0,ihhnv,simulated
27.71,13.21,7.69,9.03,2.553,409.47,65.81,4273.55,26.68,0,0,0,40,Thailand,Dry,2,2022,0.348,0.58,0,ihhnv,simulated
34.74,1.25,7.94,9.71,2.839,276.54,111.46,4714.92,1.98,0,0,0,155,Malaysia,Dry,11,2020,0.398,0.48,0,ihhnv,simulated
32.13,8.66,7.44,8.59,2.862,327.63,105.46,2283.24,8.39,0,1,0,180,Philippines,Wet,12,2019,0.375,0.43,0,ihhnv,simulated
22.7,29.99,6.6,9.27,4.69,141.46,113.09,692.85,14.79,0,1,1,141,Malaysia,Dry,2,2018,0.508,0.83,1,ihhnv,simulated
20.94,26.86,6.75,8.45,1.824,391.35,150.1,210.98,14.18,0,0,0,172,Indonesia,Dry,5,2023,0.379,0.68,0,ihhnv,simulated
23.39,2.48,8.23,5.54,0.554,82.68,16.27,3451.05,27.45,0,1,1,105,Thailand,Wet,11,2021,0.332,0.33,0,ihhnv,simulated
33.86,16.84,6.74,3.36,4.824,28.05,166.56,2760.9,9.14,1,1,1,170,Malaysia,Wet,2,2021,0.681,1.0,1,ihhnv,simulated
32.0,22.89,7.26,8.52,0.952,280.15,37.98,429.41,2.44,0,0,0,111,Vietnam,Dry,7,2020,0.195,0.43,1,ihhnv,simulated
33.81,25.88,6.21,3.0,4.061,73.24,139.72,3219.14,4.94,1,1,1,136,Indonesia,Dry,1,2019,0.782,1.0,1,ihhnv,simulated
27.89,0.64,7.91,3.51,3.101,170.44,125.93,2513.29,18.83,1,0,1,174,Malaysia,Dry,2,2021,0.618,1.0,1,ihhnv,simulated
30.07,27.92,6.17,9.64,1.533,147.18,34.48,1390.42,6.37,1,1,1,133,Philippines,Dry,12,2020,0.404,0.83,1,ihhnv,simulated
24.51,2.06,7.07,5.69,0.815,226.84,42.74,1618.15,19.49,1,0,0,47,Vietnam,Wet,4,2019,0.306,0.63,0,ihhnv,simulated
28.41,6.6,6.03,2.85,0.114,191.24,83.11,247.03,9.37,0,0,1,168,Indonesia,Dry,7,2023,0.496,0.655,0,ihhnv,simulated
26.75,5.52,8.04,3.5,3.203,63.04,17.03,1000.25,11.34,1,0,1,77,Indonesia,Dry,1,2021,0.64,0.855,1,ihhnv,simulated
28.92,14.72,7.38,9.58,2.019,163.73,76.29,1273.08,7.54,1,0,1,154,Thailand,Dry,8,2022,0.258,0.93,1,ihhnv,simulated
21.22,16.94,8.85,6.84,1.964,93.18,189.04,829.03,13.35,0,0,1,59,Indonesia,Dry,4,2023,0.549,0.73,0,ihhnv,simulated
30.78,27.65,8.75,4.36,1.221,143.59,109.11,2052.34,4.11,0,0,1,170,China,Dry,7,2023,0.532,0.83,1,ihhnv,simulated
34.31,25.93,6.53,8.17,4.911,256.68,182.79,4103.73,10.97,0,0,0,86,India,Dry,1,2022,0.556,0.78,0,ihhnv,simulated
20.68,30.84,8.45,2.63,3.525,135.52,138.76,4029.12,7.77,0,1,0,108,Philippines,Wet,7,2019,0.737,0.455,1,ihhnv,simulated
25.59,0.71,6.23,6.48,1.621,407.84,78.86,1805.75,12.84,0,0,0,96,India,Dry,1,2022,0.509,0.63,1,ihhnv,simulated
29.07,11.42,7.07,7.25,3.738,99.97,46.86,849.3,27.42,1,0,1,177,Philippines,Dry,9,2021,0.497,0.73,0,ihhnv,simulated
30.36,32.68,7.93,9.26,0.67,22.42,81.45,301.67,18.93,0,0,1,111,Thailand,Wet,6,2019,0.171,0.48,0,ihhnv,simulated
27.19,23.23,6.4,8.47,0.909,303.78,189.07,112.41,20.74,1,1,1,95,Indonesia,Dry,9,2021,0.335,1.0,1,ihhnv,simulated
31.33,16.26,8.75,3.83,4.673,285.33,118.93,1698.45,6.47,0,1,0,59,Indonesia,Wet,11,2020,0.747,0.805,1,ihhnv,simulated
34.11,12.69,6.55,4.77,4.254,51.06,120.51,2020.27,9.44,1,1,0,141,Indonesia,Dry,3,2020,0.666,0.73,0,ihhnv,simulated
29.58,4.06,6.03,7.01,0.043,214.05,33.8,3508.45,16.46,0,1,1,82,India,Dry,9,2023,0.349,0.28,0,ihhnv,simulated
28.61,3.02,6.8,6.17,4.451,30.22,63.07,3872.09,28.57,1,1,1,100,Indonesia,Wet,11,2018,0.578,0.93,0,ihhnv,simulated
33.28,5.3,8.08,5.27,4.829,424.21,32.67,1623.55,28.69,0,1,0,125,Indonesia,Dry,8,2019,0.588,0.23,1,ihhnv,simulated
24.3,12.84,8.14,7.54,4.512,350.66,78.52,4604.41,19.41,1,1,1,74,Vietnam,Wet,3,2019,0.522,0.93,1,ihhnv,simulated
22.27,23.98,7.13,2.46,0.613,159.1,99.64,3325.08,11.48,1,0,1,130,Philippines,Wet,11,2023,0.381,1.0,1,ihhnv,simulated
23.44,10.43,8.77,6.76,1.151,305.82,199.17,2352.59,16.85,0,1,0,123,Vietnam,Wet,4,2019,0.448,0.58,0,ihhnv,simulated
29.78,1.8,8.73,3.11,4.168,471.38,37.08,3208.41,2.64,0,1,1,100,China,Wet,12,2023,0.768,0.505,1,ihhnv,simulated
26.5,7.83,7.0,5.76,1.039,121.27,138.61,4419.54,14.27,0,0,1,159,Vietnam,Dry,3,2021,0.34,0.63,1,ihhnv,simulated
22.65,3.79,8.79,3.77,2.912,437.89,90.99,875.67,15.11,1,0,0,128,China,Wet,11,2021,0.746,1.0,1,ihhnv,simulated
23.45,29.67,6.6,5.05,4.325,351.42,18.01,4874.94,19.95,0,1,1,155,Vietnam,Dry,5,2021,0.648,0.63,0,ihhnv,simulated
22.97,25.36,7.15,4.57,3.095,460.61,123.82,569.22,28.68,1,1,1,111,Malaysia,Wet,11,2023,0.573,1.0,1,ihhnv,simulated
32.27,0.52,7.47,8.18,2.16,295.23,199.24,3480.68,10.48,1,0,1,79,Indonesia,Dry,4,2020,0.306,0.83,0,ihhnv,simulated
21.99,1.01,7.05,5.77,1.969,36.48,10.32,184.02,12.21,0,0,1,128,India,Wet,2,2019,0.435,0.28,0,ihhnv,simulated
28.26,5.03,6.43,5.95,2.998,31.05,116.9,3406.77,28.74,0,1,1,105,Malaysia,Dry,2,2022,0.646,0.58,1,ihhnv,simulated
30.96,24.36,6.56,4.16,4.3,18.8,12.61,4343.17,2.88,0,1,0,83,Indonesia,Wet,6,2019,0.685,0.53,0,ihhnv,simulated
29.45,28.69,7.68,8.84,4.355,156.78,193.66,290.33,29.77,0,0,1,99,Indonesia,Wet,10,2019,0.402,0.93,0,ihhnv,simulated
23.85,1.09,8.68,7.24,2.645,350.57,88.04,3539.42,6.35,0,0,1,125,Vietnam,Wet,10,2022,0.583,0.73,0,ihhnv,simulated
25.73,6.33,6.91,7.18,4.446,2.54,129.72,368.69,22.3,1,1,1,37,Indonesia,Dry,11,2022,0.526,0.88,1,ihhnv,simulated
34.86,15.38,8.56,9.78,3.944,227.74,22.33,232.13,10.31,1,0,0,165,China,Dry,11,2020,0.517,0.88,1,ihhnv,simulated
24.75,33.88,9.0,6.76,1.005,348.36,48.82,4629.25,2.45,1,1,0,95,Thailand,Wet,8,2023,0.47,0.68,1,ihhnv,simulated
22.53,11.5,7.88,4.53,4.642,12.66,118.98,4619.97,24.3,0,0,1,127,Indonesia,Dry,11,2023,0.579,0.63,0,ihhnv,simulated
33.47,31.81,7.51,9.08,1.342,485.29,155.97,1034.49,16.59,1,1,1,59,Philippines,Dry,4,2020,0.181,0.73,0,ihhnv,simulated
27.08,27.89,7.68,4.52,0.574,423.57,41.88,943.7,17.16,0,1,1,99,India,Dry,6,2018,0.276,0.48,1,ihhnv,simulated
21.7,10.23,8.38,8.22,3.778,402.81,169.14,4711.02,11.42,1,1,1,46,Malaysia,Wet,9,2021,0.539,0.73,1,ihhnv,simulated
29.98,6.35,7.78,3.79,2.723,64.28,139.86,501.05,12.99,0,1,0,67,China,Wet,8,2019,0.556,0.605,0,ihhnv,simulated
26.58,16.81,6.03,7.17,1.462,260.34,15.42,2531.33,15.41,0,1,1,143,Indonesia,Dry,11,2023,0.502,0.63,0,ihhnv,simulated
21.17,32.98,6.38,7.1,2.205,447.49,170.51,4000.91,7.26,1,0,0,161,Thailand,Dry,9,2021,0.528,0.73,0,ihhnv,simulated
31.68,8.5,7.36,5.34,3.514,430.82,148.83,4012.18,19.95,1,1,0,79,Vietnam,Dry,2,2020,0.512,0.68,1,ihhnv,simulated
21.26,18.96,6.69,8.07,2.352,310.99,27.83,3603.46,24.52,0,0,1,77,Malaysia,Dry,5,2019,0.461,0.53,1,ihhnv,simulated
29.82,32.34,6.96,3.74,0.166,408.85,34.54,4458.63,24.42,0,0,1,119,Malaysia,Wet,9,2022,0.317,0.505,0,ihhnv,simulated
24.25,19.6,7.3,4.05,4.793,77.14,168.87,1332.88,3.27,0,1,1,39,Thailand,Wet,7,2022,0.565,0.83,1,ihhnv,simulated
22.22,3.29,6.7,7.74,2.978,165.89,88.47,2211.1,13.14,1,0,0,113,Vietnam,Dry,7,2022,0.54,0.93,1,ihhnv,simulated
34.93,12.31,6.87,8.83,2.991,75.51,39.56,1575.47,9.72,0,1,0,138,China,Wet,2,2021,0.476,0.28,1,ihhnv,simulated
29.66,15.84,8.27,2.41,2.394,129.85,121.51,454.93,25.57,1,1,0,37,Thailand,Wet,10,2022,0.647,1.0,1,ihhnv,simulated
26.59,14.0,6.87,3.82,1.633,475.99,132.79,328.97,3.41,0,1,0,120,China,Dry,7,2022,0.492,0.605,0,ihhnv,simulated
25.85,0.25,7.82,7.86,2.161,18.98,129.94,4046.75,5.88,0,1,0,107,China,Wet,2,2019,0.365,0.53,0,ihhnv,simulated
24.8,4.08,6.38,3.99,3.207,414.27,90.84,1742.15,27.61,0,1,1,138,Indonesia,Dry,10,2021,0.72,0.655,1,ihhnv,simulated
22.68,34.92,7.11,4.25,4.254,173.43,56.46,3662.57,17.0,0,0,1,51,Indonesia,Wet,9,2022,0.59,0.48,0,ihhnv,simulated
20.6,30.31,8.16,3.15,1.668,3.74,102.71,2771.81,18.52,1,0,0,170,Thailand,Wet,1,2018,0.524,0.855,1,ihhnv,simulated
25.56,24.34,8.16,6.57,4.067,101.95,152.83,1493.13,0.44,0,0,1,159,Malaysia,Dry,9,2019,0.558,0.93,1,ihhnv,simulated
27.57,16.32,7.34,2.07,2.813,318.37,194.88,3566.32,3.51,1,1,0,118,Vietnam,Wet,12,2023,0.604,1.0,1,ihhnv,simulated
34.39,5.15,6.98,6.14,3.489,472.61,151.8,4641.53,12.26,0,0,0,147,Vietnam,Wet,10,2020,0.549,0.58,1,ihhnv,simulated
24.87,3.3,6.41,8.88,0.523,164.43,86.99,1040.21,20.14,1,0,1,112,Malaysia,Wet,5,2022,0.277,0.93,1,ihhnv,simulated
27.28,31.17,6.98,5.5,1.904,58.58,43.23,893.61,29.52,0,1,0,31,India,Wet,8,2021,0.448,0.38,1,ihhnv,simulated
32.29,21.95,6.74,2.77,0.281,416.78,41.51,1412.83,16.1,0,0,0,129,Indonesia,Wet,11,2018,0.399,0.605,0,ihhnv,simulated
28.18,15.13,7.84,7.07,2.335,447.96,91.89,124.45,21.83,0,1,1,133,India,Dry,1,2019,0.414,0.78,1,ihhnv,simulated
30.92,28.43,7.15,9.81,0.883,94.84,74.46,4817.54,7.9,0,0,1,166,India,Wet,11,2018,0.163,0.73,1,ihhnv,simulated
29.53,5.61,8.87,2.73,3.442,25.09,74.4,3355.31,29.32,1,0,1,86,Vietnam,Wet,6,2019,0.804,1.0,1,ihhnv,simulated
32.54,18.68,8.93,3.71,3.057,174.08,92.5,849.22,5.76,1,1,0,60,Vietnam,Wet,4,2021,0.781,1.0,1,ihhnv,simulated
24.08,31.38,6.94,3.99,3.999,456.54,11.57,3346.02,12.63,0,1,1,114,Thailand,Dry,4,2021,0.627,0.455,0,ihhnv,simulated
20.67,3.46,6.59,6.35,0.352,244.49,137.57,845.5,24.2,0,0,0,74,Philippines,Dry,2,2018,0.312,0.33,1,ihhnv,simulated
20.08,6.57,8.56,4.34,0.767,408.63,145.22,3797.65,27.25,1,1,1,176,Malaysia,Wet,12,2021,0.451,0.63,0,ihhnv,simulated
23.7,1.5,7.37,8.25,4.588,210.46,11.28,2572.87,7.25,1,0,1,57,India,Wet,9,2023,0.413,0.78,1,ihhnv,simulated
22.79,1.1,7.52,3.38,1.596,253.65,100.07,4268.25,19.32,0,0,0,117,Vietnam,Wet,7,2018,0.401,0.705,0,ihhnv,simulated
29.58,4.89,7.17,2.29,2.093,47.51,149.1,1326.63,16.51,1,0,1,116,Malaysia,Dry,2,2019,0.545,1.0,1,ihhnv,simulated
30.45,27.37,6.49,9.54,4.136,99.33,48.08,2258.02,28.66,1,1,0,109,India,Wet,5,2021,0.517,0.83,1,ihhnv,simulated
24.46,5.26,8.84,4.83,4.845,323.66,141.9,727.58,4.7,0,0,1,95,India,Dry,11,2018,0.729,0.68,1,ihhnv,simulated
33.51,34.71,6.36,4.25,1.21,192.63,91.14,3584.87,4.09,1,1,0,37,Thailand,Dry,2,2019,0.516,0.73,1,ihhnv,simulated
26.79,27.14,8.69,8.08,3.049,197.5,16.42,4875.02,0.24,1,1,1,51,Indonesia,Dry,2,2023,0.596,0.93,1,ihhnv,simulated
34.22,34.49,8.09,4.89,3.683,381.75,178.16,4088.51,24.66,1,1,1,100,Philippines,Dry,12,2023,0.602,0.78,1,ihhnv,simulated
20.63,15.32,8.93,3.32,0.399,203.97,46.73,4670.82,5.38,1,1,0,44,Indonesia,Dry,7,2023,0.505,0.655,0,ihhnv,simulated
24.29,34.91,7.34,2.09,2.36,0.0,126.4,3362.48,17.15,1,0,0,150,India,Wet,10,2020,0.553,1.0,1,ihhnv,simulated
21.84,8.41,6.26,8.71,2.302,281.94,32.22,4010.62,0.85,0,0,0,66,Malaysia,Dry,8,2023,0.505,0.23,1,ihhnv,simulated
25.24,14.28,6.53,3.14,3.495,407.09,164.26,2081.33,29.06,0,1,0,159,Philippines,Wet,1,2018,0.724,0.655,1,ihhnv,simulated
21.03,33.01,7.17,6.21,3.575,391.19,38.75,1833.49,3.29,0,0,0,153,Thailand,Dry,1,2019,0.515,0.18,0,ihhnv,simulated
31.46,10.84,7.15,7.5,4.437,69.42,86.16,1289.64,25.5,1,1,1,55,Malaysia,Wet,2,2023,0.475,0.78,0,ihhnv,simulated
21.95,17.47,7.67,9.25,4.472,39.22,77.36,1986.61,22.06,1,1,0,73,India,Dry,6,2023,0.387,0.83,1,ihhnv,simulated
21.62,21.92,6.21,8.72,1.527,224.43,104.53,3176.59,19.8,1,1,1,105,Indonesia,Wet,8,2022,0.427,0.98,1,ihhnv,simulated
28.34,23.07,7.22,7.52,0.604,61.33,124.84,2012.16,17.05,0,1,0,85,Malaysia,Dry,1,2020,0.196,0.63,0,ihhnv,simulated
29.9,13.03,7.16,5.27,2.657,258.06,82.27,904.74,7.11,0,0,0,164,India,Dry,8,2021,0.51,0.58,0,ihhnv,simulated
22.6,22.47,6.93,3.96,1.593,447.38,198.08,2626.48,14.45,1,0,1,63,India,Dry,6,2018,0.473,1.0,1,ihhnv,simulated
32.12,31.09,6.93,6.39,2.243,95.92,64.12,1939.47,4.91,1,1,1,62,Philippines,Wet,3,2019,0.465,0.83,1,ihhnv,simulated
21.5,25.56,7.88,9.16,4.256,454.51,10.36,3228.12,28.43,0,1,1,78,Indonesia,Dry,10,2020,0.425,0.38,1,ihhnv,simulated
26.53,10.0,6.7,4.82,2.195,106.85,130.2,129.32,12.6,0,0,1,65,India,Dry,9,2022,0.55,0.68,1,ihhnv,simulated
34.08,9.62,8.75,3.49,2.722,74.88,10.35,3065.9,8.1,0,0,1,66,India,Dry,9,2019,0.728,0.455,0,ihhnv,simulated
27.66,0.61,7.06,8.83,0.174,366.32,195.56,3038.09,21.84,1,1,1,149,Philippines,Wet,1,2018,0.132,0.78,0,ihhnv,simulated
20.56,3.54,7.48,2.66,0.409,371.96,134.48,2724.82,14.65,0,0,0,161,Indonesia,Wet,8,2020,0.293,0.405,0,ihhnv,simulated
27.59,16.24,7.14,4.51,4.875,345.26,176.49,4609.96,8.4,1,0,1,103,Indonesia,Dry,5,2021,0.576,1.0,1,ihhnv,simulated
26.09,9.82,6.86,2.39,1.887,286.7,18.8,2613.31,19.04,1,0,0,66,Vietnam,Dry,4,2023,0.57,0.805,1,ihhnv,simulated
27.41,34.37,7.35,7.45,3.647,68.61,148.66,2593.53,26.02,0,0,0,92,Philippines,Dry,3,2022,0.443,0.58,1,ihhnv,simulated
25.47,25.44,6.29,9.31,3.683,370.58,181.11,4729.77,23.05,0,1,0,72,Philippines,Dry,7,2021,0.558,0.78,1,ihhnv,simulated
30.17,3.7,7.36,8.55,1.733,153.45,104.02,4877.59,7.93,0,0,1,123,Indonesia,Dry,10,2019,0.264,0.53,1,ihhnv,simulated
22.34,0.3,6.32,7.93,2.798,11.38,74.54,942.79,7.64,0,0,0,121,China,Wet,8,2018,0.577,0.68,1,ihhnv,simulated
29.94,23.53,7.66,2.84,3.367,94.24,192.17,2638.71,4.9,0,0,1,40,Indonesia,Wet,2,2023,0.599,1.0,1,ihhnv,simulated
34.33,7.83,7.58,2.43,2.957,35.35,22.84,2965.5,20.87,1,1,1,84,Vietnam,Wet,12,2018,0.594,0.655,1,ihhnv,simulated
28.82,25.58,8.39,3.84,0.952,103.95,61.77,708.54,18.79,0,1,0,101,Philippines,Wet,12,2023,0.459,0.805,1,ihhnv,simulated
31.89,5.85,7.76,7.15,1.196,345.94,38.49,3252.53,0.26,1,1,0,164,India,Wet,4,2023,0.271,0.53,0,ihhnv,simulated
33.86,6.65,7.05,9.71,4.239,67.45,55.34,694.8,16.0,1,0,0,152,Thailand,Wet,1,2022,0.418,0.63,1,ihhnv,simulated
28.02,29.21,7.73,4.82,1.506,489.2,157.48,971.05,5.82,0,1,0,80,Philippines,Wet,8,2018,0.378,0.78,1,ihhnv,simulated
24.75,11.43,7.38,7.17,3.395,484.29,186.3,2065.3,22.15,1,0,1,86,Indonesia,Wet,1,2019,0.448,0.98,1,ihhnv,simulated
27.86,9.24,8.19,7.11,0.001,171.55,167.16,456.63,28.21,1,1,1,163,Philippines,Wet,1,2019,0.211,0.83,1,ihhnv,simulated
30.31,26.33,8.55,7.56,2.322,400.22,71.92,1706.92,5.37,1,1,0,179,Malaysia,Wet,8,2023,0.514,1.0,1,ihhnv,simulated
28.91,19.17,7.91,9.44,0.668,380.06,11.48,1151.63,4.14,0,0,1,128,Vietnam,Wet,12,2021,0.161,0.63,0,ihhnv,simulated
27.11,2.73,7.18,8.81,2.038,0.87,191.95,2528.16,4.49,0,1,0,107,Malaysia,Wet,2,2019,0.319,0.53,1,ihhnv,simulated
30.11,13.4,8.03,5.54,0.201,483.86,11.45,1565.35,21.03,0,0,1,131,Malaysia,Wet,7,2021,0.259,0.33,0,ihhnv,simulated
25.87,1.1,8.77,9.72,3.468,274.69,106.1,3542.67,18.82,1,0,0,83,Indonesia,Wet,5,2022,0.554,0.98,1,ihhnv,simulated
34.28,17.37,7.71,9.66,1.429,232.87,11.9,2533.16,27.85,0,0,0,60,Vietnam,Wet,9,2022,0.205,0.58,0,ihhnv,simulated
34.55,0.96,6.76,3.13,4.3,447.41,13.55,1400.18,24.52,1,0,0,178,China,Wet,7,2020,0.686,0.755,1,ihhnv,simulated
31.95,6.87,6.81,7.2,1.855,250.59,57.68,3751.93,14.48,1,1,0,105,India,Wet,4,2022,0.414,0.58,0,ihhnv,simulated
29.12,0.57,6.02,8.52,4.917,92.51,74.68,4025.15,8.32,1,0,1,116,Philippines,Wet,4,2018,0.629,1.0,1,ihhnv,simulated
25.71,28.08,6.88,2.01,4.959,250.41,107.5,551.74,7.19,0,0,1,121,Vietnam,Dry,8,2021,0.703,1.0,1,ihhnv,simulated
32.96,5.53,6.61,6.6,1.98,157.86,174.56,3200.67,4.97,0,0,0,74,Malaysia,Wet,3,2018,0.482,0.58,1,ihhnv,simulated
23.3,28.42,8.11,6.92,0.296,104.8,39.89,1462.43,4.97,1,0,0,131,India,Dry,12,2023,0.237,0.88,1,ihhnv,simulated
33.23,2.98,7.51,9.55,0.444,383.96,62.24,2465.79,25.46,1,0,1,65,Vietnam,Wet,9,2022,0.066,0.78,1,ihhnv,simulated
27.52,25.05,8.5,8.43,0.99,64.89,58.98,4510.91,15.88,0,0,1,131,Philippines,Dry,5,2018,0.329,0.63,1,ihhnv,simulated
26.97,8.77,8.37,8.79,3.032,296.21,50.51,926.51,23.67,1,1,1,88,Indonesia,Wet,12,2018,0.519,0.73,0,ihhnv,simulated
31.88,5.16,8.45,4.38,4.175,17.71,129.13,2504.08,6.22,0,0,0,73,Thailand,Wet,5,2018,0.679,0.58,1,ihhnv,simulated
30.58,22.38,7.73,4.23,2.324,247.35,116.83,2273.84,0.89,0,1,0,176,India,Wet,6,2020,0.489,0.68,0,ihhnv,simulated
26.0,34.8,7.56,7.96,1.848,336.24,109.45,4410.31,18.4,1,0,0,86,Malaysia,Dry,1,2020,0.283,0.88,1,ihhnv,simulated
33.44,27.16,8.82,2.28,2.127,371.53,95.42,4711.64,14.22,0,0,1,164,Vietnam,Dry,4,2019,0.714,0.905,1,ihhnv,simulated
22.72,8.03,6.43,3.64,2.929,318.16,183.63,374.62,2.74,0,1,0,56,Vietnam,Dry,3,2020,0.716,0.605,0,ihhnv,simulated
26.78,33.04,6.67,8.43,3.597,74.15,153.66,1059.5,17.59,0,1,0,34,India,Wet,10,2019,0.524,0.58,1,ihhnv,simulated
31.62,16.87,6.51,4.12,0.914,285.55,182.49,3670.51,4.72,0,1,1,69,Vietnam,Wet,6,2021,0.463,0.68,0,ihhnv,simulated
27.63,18.56,6.36,3.87,1.989,124.8,120.12,1385.44,18.06,0,0,0,163,Philippines,Wet,1,2023,0.615,1.0,1,ihhnv,simulated
24.34,30.61,7.3,6.55,1.561,317.83,192.89,2009.83,29.72,0,0,1,121,India,Dry,3,2023,0.322,0.63,0,ihhnv,simulated
33.6,16.61,7.0,8.46,0.32,278.04,39.42,2186.84,3.62,0,0,0,137,Vietnam,Wet,1,2019,0.17,0.48,1,ihhnv,simulated
23.87,30.05,7.07,3.25,4.987,303.59,108.32,2833.59,13.84,1,0,1,99,Philippines,Dry,2,2021,0.63,1.0,1,ihhnv,simulated
32.07,33.49,7.66,3.01,1.152,274.04,28.11,1969.49,5.94,0,1,0,103,Thailand,Dry,6,2020,0.388,0.255,0,ihhnv,simulated
27.22,28.93,7.69,2.81,2.472,158.04,140.97,1527.83,6.6,1,1,1,111,Indonesia,Dry,10,2018,0.546,1.0,1,ihhnv,simulated
29.47,14.59,8.05,6.41,4.117,354.4,87.68,1364.01,8.26,0,0,0,115,Philippines,Wet,6,2022,0.545,0.68,1,ihhnv,simulated
31.92,11.1,8.81,9.6,4.626,386.01,114.08,2482.06,18.03,0,1,0,127,Thailand,Wet,11,2021,0.565,0.48,0,ihhnv,simulated
34.86,6.27,6.84,4.09,4.851,113.33,125.82,1046.65,16.65,0,1,0,106,India,Wet,9,2018,0.64,0.48,0,ihhnv,simulated
33.79,10.29,6.01,4.06,4.556,499.01,60.29,4083.02,27.14,1,1,1,162,Vietnam,Wet,7,2022,0.78,0.83,1,ihhnv,simulated
24.85,30.37,6.58,7.47,0.175,58.48,131.5,639.77,14.49,1,0,0,80,Philippines,Wet,11,2020,0.257,0.88,1,ihhnv,simulated
28.34,33.42,6.96,3.84,0.702,310.79,103.07,1689.09,13.1,1,0,0,117,Indonesia,Wet,1,2022,0.373,0.955,1,ihhnv,simulated
21.64,28.06,7.63,4.88,3.735,362.61,40.38,2878.79,5.9,1,1,1,108,Vietnam,Wet,11,2023,0.526,0.73,1,ihhnv,simulated
34.4,9.37,8.63,2.57,3.276,34.17,93.01,1683.66,29.23,1,0,1,66,Malaysia,Dry,4,2018,0.769,0.955,1,ihhnv,simulated
30.66,7.94,7.15,4.38,1.924,172.17,64.33,1884.2,0.14,0,0,1,145,China,Wet,6,2021,0.459,0.58,1,ihhnv,simulated
20.48,8.18,7.73,7.87,4.977,441.75,157.8,1641.1,18.23,0,1,1,108,Thailand,Wet,1,2018,0.443,0.38,0,ihhnv,simulated
28.09,28.6,6.46,2.23,1.093,166.54,135.59,1334.67,10.84,1,1,1,143,India,Wet,10,2018,0.554,1.0,1,ihhnv,simulated
30.83,20.77,8.61,5.48,0.932,109.32,24.8,646.42,4.7,0,0,0,100,Thailand,Wet,10,2022,0.439,0.53,1,ihhnv,simulated
