water_temperature,salinity,ph,dissolved_oxygen,ammonia,rainfall,stocking_density,pond_size,water_exchange_rate,disease_history,probiotics_used,antibiotics_used,culture_duration,country,season,month,year,water_quality_index,outbreak_probability,imnv_outbreak,disease_type,data_source
22.16,32.57,6.23,5.39,1.592,71.61,194.8,1537.85,3.18,1,1,0,84,India,Dry,6,2022,0.542,0.59,1,imnv,simulated
30.58,21.05,6.44,2.5,1.336,11.08,150.73,1533.06,25.3,1,0,1,161,India,Dry,9,2020,0.575,1.0,1,imnv,simulated
27.37,10.06,6.66,3.56,0.128,277.33,13.64,2341.48,17.17,0,0,0,149,Philippines,Dry,3,2020,0.369,0.56,0,imnv,simulated
31.11,16.93,8.06,2.55,1.474,249.36,78.67,2117.63,0.42,1,0,1,180,Vietnam,Wet,7,2021,0.505,1.0,1,imnv,simulated
26.54,6.1,8.39,6.02,2.174,117.83,188.23,3832.06,23.23,1,1,1,96,Thailand,Wet,2,2018,0.523,0.94,1,imnv,simulated
29.71,25.55,7.9,8.86,4.8,431.01,62.09,3655.59,16.85,1,1,0,57,China,Wet,7,2021,0.438,0.73,0,imnv,simulated
32.05,11.29,6.36,2.63,2.989,226.1,159.1,1141.46,5.74,0,1,0,43,India,Wet,10,2021,0.768,0.83,1,imnv,simulated
23.88,27.32,6.19,2.06,0.648,99.07,25.82,924.45,12.63,1,1,0,144,Philippines,Wet,6,2019,0.555,0.56,1,imnv,simulated
29.81,22.63,7.95,9.25,2.047,494.54,74.06,600.47,14.64,0,1,0,31,Vietnam,Dry,12,2020,0.327,0.68,1,imnv,simulated
23.43,23.98,8.44,9.09,3.276,2.43,156.8,3666.44,29.46,0,0,1,65,Vietnam,Dry,10,2023,0.52,0.69,1,imnv,simulated
20.54,4.44,8.33,9.85,1.22,11.14,103.1,1645.51,6.8,0,0,1,79,China,Dry,6,2019,0.279,0.54,0,imnv,simulated
21.54,33.75,6.37,2.55,0.537,192.32,82.81,1295.01,4.74,0,0,0,176,India,Dry,10,2018,0.496,0.46,0,imnv,simulated
21.18,12.94,8.98,5.9,1.411,197.47,178.37,1580.79,8.31,1,1,0,118,Philippines,Wet,2,2021,0.54,0.84,1,imnv,simulated
22.3,17.13,7.13,2.56,0.383,384.93,58.07,4501.24,28.05,0,1,1,145,Indonesia,Wet,9,2021,0.352,0.35,1,imnv,simulated
22.77,3.67,8.99,8.04,1.49,451.33,91.72,4818.22,4.46,1,1,0,77,Philippines,Dry,8,2021,0.479,0.59,0,imnv,simulated
24.01,12.75,8.85,6.5,1.517,431.71,63.97,603.65,13.83,0,0,0,92,Philippines,Dry,7,2018,0.51,0.59,1,imnv,simulated
29.06,11.06,7.81,4.12,0.307,448.61,109.42,2879.85,10.46,0,1,0,92,China,Dry,5,2018,0.282,0.56,1,imnv,simulated
23.04,9.23,7.07,6.11,3.101,154.99,39.19,2761.95,16.48,1,0,1,117,Malaysia,Dry,2,2023,0.535,0.43,1,imnv,simulated
29.89,31.56,8.68,8.26,1.946,152.84,13.2,4252.93,14.04,1,0,0,37,India,Dry,12,2018,0.471,0.64,1,imnv,simulated
30.12,16.66,6.73,7.43,3.255,289.76,179.74,269.69,2.58,1,0,0,173,Philippines,Wet,12,2018,0.547,1.0,1,imnv,simulated
22.66,31.35,8.54,8.57,2.084,216.15,102.51,2664.86,22.17,1,0,0,92,Vietnam,Dry,10,2021,0.453,0.69,1,imnv,simulated
32.78,18.02,6.32,9.23,0.922,400.89,96.0,1872.54,24.72,1,0,0,50,China,Wet,2,2023,0.325,0.92,0,imnv,simulated
26.25,14.14,6.66,7.98,3.338,210.93,40.3,592.55,23.69,0,0,0,163,Vietnam,Wet,1,2018,0.541,0.69,1,imnv,simulated
29.3,24.67,8.88,3.04,0.511,243.66,77.85,145.02,27.79,0,0,1,113,Vietnam,Wet,10,2019,0.519,0.96,1,imnv,simulated
29.91,10.17,7.61,5.14,1.392,366.58,13.77,2537.03,29.47,1,1,0,66,Indonesia,Dry,2,2021,0.335,0.63,1,imnv,simulated
33.02,4.68,7.14,2.06,0.217,403.14,189.37,1380.48,18.41,1,0,0,88,Thailand,Wet,9,2021,0.349,0.8,1,imnv,simulated
26.84,15.8,7.39,9.63,1.326,452.53,129.79,3147.07,27.84,0,0,1,171,China,Wet,9,2020,0.178,0.93,1,imnv,simulated
23.82,19.28,7.94,9.43,2.154,331.74,45.64,3315.46,16.68,1,0,0,42,Malaysia,Wet,10,2018,0.332,0.63,0,imnv,simulated
25.91,20.22,8.31,8.33,4.083,174.29,61.68,2460.74,25.49,1,0,0,71,China,Dry,12,2018,0.524,0.79,0,imnv,simulated
24.29,12.37,8.6,6.67,1.052,53.71,63.74,1943.4,22.77,0,0,1,120,Thailand,Wet,9,2020,0.411,0.74,1,imnv,simulated
21.36,17.43,7.9,2.88,3.795,353.56,187.56,2283.98,27.51,0,0,0,171,Thailand,Dry,8,2021,0.637,0.67,1,imnv,simulated
23.81,17.99,8.81,6.21,1.77,243.53,73.97,2329.0,5.68,0,1,0,104,Thailand,Wet,6,2020,0.541,0.64,1,imnv,simulated
27.01,4.7,7.03,7.53,2.529,414.01,180.5,4105.04,18.22,0,0,1,143,Philippines,Dry,2,2018,0.442,0.68,0,imnv,simulated
23.84,10.67,7.35,4.5,1.143,450.74,196.95,4504.03,20.31,0,1,0,146,Indonesia,Wet,7,2020,0.335,0.58,1,imnv,simulated
26.74,7.41,8.28,9.18,1.691,182.0,49.76,4595.69,2.67,1,1,0,77,Thailand,Dry,1,2019,0.345,0.54,1,imnv,simulated
20.79,2.31,8.85,2.05,0.77,46.25,48.6,1008.37,10.18,1,0,0,177,Vietnam,Wet,11,2021,0.576,0.51,1,imnv,simulated
29.1,33.58,6.28,8.89,4.214,480.87,17.42,2915.39,12.91,1,0,1,61,Malaysia,Dry,6,2019,0.574,0.69,1,imnv,simulated
28.24,9.58,6.36,9.52,3.95,153.18,169.21,4099.64,1.53,1,0,1,89,India,Wet,12,2020,0.539,1.0,1,imnv,simulated
27.44,21.78,6.85,8.96,2.348,208.69,112.57,2200.62,25.66,0,0,0,54,India,Dry,6,2021,0.404,0.84,0,imnv,simulated
28.86,17.18,7.7,6.51,0.118,174.0,172.24,1606.78,10.76,1,0,1,173,Vietnam,Wet,2,2018,0.163,1.0,1,imnv,simulated
30.47,18.73,7.63,6.18,0.887,340.97,73.56,332.08,14.63,0,0,0,98,Thailand,Wet,2,2019,0.248,0.76,1,imnv,simulated
21.56,31.49,6.94,3.36,1.896,134.15,64.51,3012.53,12.3,0,0,1,101,India,Wet,5,2023,0.525,0.48,0,imnv,simulated
33.52,27.64,6.04,7.04,2.007,95.59,184.74,2819.09,6.23,0,1,0,125,Malaysia,Wet,4,2022,0.565,0.74,1,imnv,simulated
24.88,26.9,7.58,8.36,3.594,105.12,194.49,1904.88,7.35,1,1,0,166,India,Dry,3,2021,0.401,0.88,0,imnv,simulated
30.68,4.95,7.26,9.6,3.228,328.77,179.82,865.65,21.43,1,0,0,87,Indonesia,Wet,1,2023,0.387,0.93,1,imnv,simulated
25.73,9.02,7.9,3.64,1.082,446.95,33.04,4878.75,28.29,0,1,1,110,China,Wet,5,2020,0.399,0.52,0,imnv,simulated
31.28,7.14,8.88,7.84,1.472,439.85,49.09,444.69,20.88,0,0,0,69,Vietnam,Wet,2,2019,0.466,0.44,1,imnv,simulated
30.93,10.0,8.99,7.72,2.061,313.93,36.07,2889.31,4.23,1,1,1,154,Malaysia,Wet,2,2022,0.553,0.84,0,imnv,simulated
24.37,19.21,6.19,5.92,1.539,381.11,114.22,4773.81,6.75,1,1,0,155,Philippines,Wet,12,2022,0.525,1.0,1,imnv,simulated
34.0,25.03,7.31,9.22,4.786,396.1,174.75,1861.11,26.45,1,0,1,152,Thailand,Dry,5,2020,0.391,0.93,1,imnv,simulated
23.91,31.74,7.97,7.34,3.344,69.12,111.77,650.62,23.37,1,1,1,90,India,Wet,11,2020,0.5,0.68,0,imnv,simulated
21.96,12.64,8.48,4.64,0.603,337.67,47.88,1280.85,27.47,1,0,1,80,Malaysia,Dry,12,2020,0.409,0.52,0,imnv,simulated
27.51,9.63,7.57,3.54,1.924,101.37,69.85,2876.46,23.38,0,1,0,127,Philippines,Dry,1,2020,0.441,0.37,0,imnv,simulated
32.33,15.53,6.26,6.01,1.475,319.65,134.62,3909.91,8.64,1,1,0,134,Indonesia,Dry,7,2018,0.504,0.84,1,imnv,simulated
22.67,5.8,7.92,9.8,0.59,496.36,71.74,1471.77,25.6,1,1,0,172,China,Wet,8,2023,0.142,0.51,0,imnv,simulated
33.96,11.11,7.51,6.52,2.673,421.44,164.21,4550.72,6.45,0,1,1,52,Vietnam,Dry,1,2021,0.415,0.63,1,imnv,simulated
34.62,27.23,6.56,7.84,4.742,485.29,132.18,2386.7,20.18,1,0,0,104,India,Dry,5,2021,0.562,0.94,1,imnv,simulated
34.78,5.97,6.44,7.74,4.751,354.25,135.49,3090.18,1.68,1,0,0,69,Philippines,Wet,7,2018,0.585,0.89,1,imnv,simulated
23.07,9.78,8.49,6.51,0.941,311.67,152.19,2927.46,22.56,1,1,1,166,India,Dry,2,2023,0.386,0.52,0,imnv,simulated
24.16,19.1,7.24,4.23,1.725,214.43,169.17,344.42,22.78,0,0,1,58,India,Wet,12,2021,0.427,0.93,1,imnv,simulated
29.77,26.78,7.52,2.18,2.769,349.19,186.77,4120.92,28.88,1,0,0,130,China,Wet,9,2019,0.572,1.0,1,imnv,simulated
21.7,31.5,6.46,2.97,0.834,333.85,116.8,4120.34,20.41,1,0,1,129,Vietnam,Wet,1,2018,0.5,0.81,1,imnv,simulated
21.51,11.77,8.53,3.07,0.832,104.44,13.64,1944.78,5.96,1,0,1,144,Thailand,Dry,10,2022,0.495,0.61,1,imnv,simulated
23.73,10.27,7.03,7.75,3.014,245.37,95.69,4517.71,4.95,1,0,1,88,Vietnam,Dry,10,2021,0.487,0.83,0,imnv,simulated
20.39,11.39,7.37,4.36,3.101,96.08,100.84,120.24,17.73,1,0,1,130,Vietnam,Wet,3,2022,0.543,0.93,1,imnv,simulated
27.71,1.33,8.36,4.13,0.118,444.91,41.89,4057.54,28.43,1,0,0,158,China,Dry,3,2018,0.352,0.52,0,imnv,simulated
27.42,16.41,8.61,5.13,0.909,45.58,87.03,2665.19,19.41,0,1,1,65,Philippines,Dry,3,2020,0.448,0.67,1,imnv,simulated
24.65,27.55,7.51,3.35,1.172,390.98,109.21,2319.25,17.43,0,1,1,68,Philippines,Wet,4,2020,0.354,0.92,1,imnv,simulated
24.89,33.27,6.92,8.75,2.273,127.19,91.79,2846.16,12.65,0,0,0,165,Malaysia,Dry,5,2018,0.391,0.69,1,imnv,simulated
32.5,3.56,7.31,8.6,0.728,437.91,99.08,2561.55,8.58,0,0,1,75,Philippines,Wet,3,2019,0.159,0.56,1,imnv,simulated
24.38,25.03,8.3,3.48,4.129,25.26,115.77,1330.86,25.0,0,0,0,142,Malaysia,Dry,1,2019,0.684,0.93,1,imnv,simulated
34.96,26.86,7.11,8.26,2.051,420.88,57.09,4960.07,19.23,1,0,0,76,Malaysia,Dry,4,2018,0.351,0.63,1,imnv,simulated
24.41,20.66,8.22,4.14,3.811,172.87,164.65,1255.58,20.37,1,0,0,32,Vietnam,Dry,11,2020,0.649,1.0,1,imnv,simulated
32.25,10.38,7.6,2.41,1.824,213.3,28.54,2769.08,19.12,1,1,1,53,Malaysia,Dry,3,2023,0.472,0.67,1,imnv,simulated
30.27,30.97,6.39,8.04,4.151,377.8,156.01,1335.81,9.39,0,1,1,65,Thailand,Dry,10,2021,0.584,0.64,0,imnv,simulated
26.67,1.35,7.76,8.47,4.079,21.58,47.8,2719.15,5.0,0,0,0,126,Malaysia,Wet,2,2022,0.428,0.48,0,imnv,simulated
31.82,31.28,8.31,6.64,3.172,437.99,37.84,990.83,5.32,0,1,1,121,Vietnam,Dry,11,2023,0.58,0.29,0,imnv,simulated
21.02,0.58,6.81,9.26,2.397,421.86,113.29,4171.09,15.75,0,1,1,89,Philippines,Wet,8,2023,0.406,0.54,0,imnv,simulated
23.03,30.19,8.84,4.65,1.801,193.21,189.3,1921.29,6.79,1,0,1,43,China,Wet,2,2018,0.602,0.84,1,imnv,simulated
30.52,13.03,8.06,6.47,4.434,164.41,199.88,3698.87,18.03,0,1,0,171,Malaysia,Dry,6,2023,0.544,0.74,0,imnv,simulated
28.33,11.09,6.76,2.04,2.275,403.44,118.6,2552.07,24.37,1,0,0,60,Thailand,Wet,6,2018,0.641,1.0,1,imnv,simulated
22.12,21.86,7.23,2.74,0.068,89.56,181.86,3567.94,25.5,1,0,0,88,Vietnam,Wet,8,2018,0.295,0.85,0,imnv,simulated
33.32,0.57,8.91,5.72,2.824,71.86,63.62,4395.6,17.27,0,0,1,142,Indonesia,Wet,7,2022,0.691,0.49,0,imnv,simulated
20.77,5.34,8.42,3.4,2.535,197.73,16.05,1364.17,4.32,0,1,0,117,China,Dry,7,2019,0.655,0.23,0,imnv,simulated
30.23,31.39,8.02,4.32,4.144,274.67,70.99,474.7,15.09,0,0,0,76,Malaysia,Wet,6,2021,0.609,0.79,1,imnv,simulated
34.15,10.16,6.21,6.71,4.847,235.61,46.71,2714.91,4.9,1,0,0,99,Indonesia,Wet,2,2022,0.658,0.79,1,imnv,simulated
28.7,3.98,7.96,2.59,2.902,316.0,180.29,435.85,4.62,1,1,1,73,Malaysia,Dry,11,2018,0.646,0.87,1,imnv,simulated
21.28,9.44,8.98,4.7,3.829,420.0,108.0,3088.25,13.35,0,0,1,174,India,Wet,3,2018,0.757,0.64,1,imnv,simulated
22.27,4.71,8.96,5.19,0.202,256.04,92.6,2997.17,23.81,0,0,1,63,Thailand,Wet,7,2023,0.426,0.52,1,imnv,simulated
29.39,22.14,6.42,3.32,2.267,68.96,64.31,543.7,6.78,0,0,1,157,China,Dry,10,2019,0.655,0.73,0,imnv,simulated
34.56,11.09,6.95,5.77,2.806,449.15,69.13,3737.65,5.85,1,0,1,45,Indonesia,Dry,10,2022,0.544,0.74,1,imnv,simulated
28.34,34.97,8.95,9.99,0.059,467.91,53.65,485.77,3.52,0,1,0,39,Malaysia,Wet,8,2023,0.249,0.32,0,imnv,simulated
31.65,0.21,7.9,2.45,3.86,22.09,78.51,4254.01,22.44,1,0,0,122,Vietnam,Wet,5,2021,0.652,0.92,1,imnv,simulated
30.11,13.68,6.84,9.43,0.334,198.16,127.21,2936.24,22.65,0,0,0,107,India,Dry,3,2020,0.166,0.72,1,imnv,simulated
23.03,25.62,8.65,8.63,3.943,282.56,141.89,2969.99,18.94,1,0,1,56,Philippines,Dry,8,2022,0.571,0.89,1,imnv,simulated
27.5,32.03,6.85,5.25,4.643,125.38,47.36,3698.4,3.55,1,1,0,160,Thailand,Wet,10,2023,0.6,0.64,1,imnv,simulated
28.77,19.39,8.54,9.96,0.564,257.73,78.13,1123.5,8.44,1,1,1,135,India,Dry,11,2020,0.237,0.87,0,imnv,simulated
28.53,15.88,7.82,8.05,1.351,12.39,138.89,3706.64,1.13,1,1,0,32,India,Dry,6,2021,0.268,0.88,1,imnv,simulated
33.08,0.43,7.99,8.85,1.047,291.76,177.35,2197.57,7.41,1,0,0,97,Indonesia,Wet,8,2019,0.236,0.83,1,imnv,simulated
22.54,13.2,7.17,5.29,2.48,168.94,181.96,545.03,5.53,0,0,0,47,Thailand,Dry,9,2018,0.488,0.58,1,imnv,simulated
23.47,34.71,6.29,4.4,2.004,480.94,137.64,4362.41,24.03,0,1,1,121,Indonesia,Dry,8,2018,0.611,0.44,0,imnv,simulated
33.84,21.64,7.45,4.73,4.689,120.64,62.25,439.22,21.19,1,0,1,145,China,Wet,5,2018,0.517,0.78,1,imnv,simulated
21.37,20.83,6.28,2.39,4.344,289.02,198.03,1476.4,0.06,1,0,0,96,China,Dry,5,2022,0.79,0.93,1,imnv,simulated
25.77,27.01,6.97,3.36,3.637,274.27,198.84,1990.85,9.64,0,0,1,133,Indonesia,Dry,8,2018,0.643,0.98,0,imnv,simulated
20.35,26.77,6.71,8.65,2.987,227.11,117.27,2933.09,28.25,0,1,1,37,China,Dry,10,2021,0.509,0.59,0,imnv,simulated
22.93,6.74,6.68,8.46,0.281,273.02,169.44,3572.27,23.57,0,0,0,119,Thailand,Dry,6,2022,0.219,0.37,1,imnv,simulated
25.4,18.93,7.38,7.91,2.502,469.04,113.84,3039.89,10.92,1,0,1,166,Indonesia,Wet,5,2019,0.368,1.0,1,imnv,simulated
31.64,7.02,8.24,7.81,0.698,426.84,165.27,3615.23,15.41,1,1,0,157,Thailand,Dry,4,2020,0.274,0.57,1,imnv,simulated
27.54,12.43,6.35,3.1,4.385,79.02,36.25,935.87,24.68,1,0,0,103,Thailand,Dry,5,2020,0.755,0.88,1,imnv,simulated
24.47,13.84,7.33,4.1,2.792,11.6,36.36,746.93,10.31,0,1,0,178,Malaysia,Wet,7,2020,0.535,0.53,0,imnv,simulated
34.81,20.22,8.32,7.7,4.251,34.82,59.37,4192.44,2.36,1,0,0,63,Vietnam,Wet,7,2022,0.547,0.79,1,imnv,simulated
24.59,14.46,8.91,5.42,2.553,345.15,106.09,1154.77,12.73,1,0,0,136,Philippines,Wet,8,2018,0.671,1.0,1,imnv,simulated
32.24,24.78,6.97,6.72,0.171,87.12,74.12,325.29,7.53,0,0,0,43,India,Wet,5,2018,0.217,0.72,1,imnv,simulated
27.39,32.36,6.4,4.11,2.224,126.37,12.14,4771.62,25.06,0,0,1,164,China,Wet,6,2023,0.627,0.59,1,imnv,simulated
31.89,19.29,6.78,9.65,2.988,474.0,87.28,895.53,13.95,1,0,1,79,India,Wet,12,2020,0.464,1.0,1,imnv,simulated
25.41,24.44,8.49,2.11,0.087,204.7,57.96,2737.89,1.93,0,1,1,124,Indonesia,Wet,9,2022,0.438,0.61,1,imnv,simulated
34.59,10.33,7.68,8.21,0.381,424.71,57.3,2418.98,9.62,0,1,1,57,Philippines,Dry,2,2022,0.132,0.26,0,imnv,simulated
24.37,31.11,7.42,4.28,3.411,104.03,12.37,1507.61,26.58,1,0,1,174,Indonesia,Dry,4,2023,0.537,0.63,1,imnv,simulated
34.32,34.39,6.47,7.17,0.865,425.87,170.84,4606.44,2.48,1,0,0,85,Vietnam,Dry,5,2023,0.362,0.67,0,imnv,simulated
20.55,33.28,7.06,2.76,1.78,239.84,22.72,1750.93,23.89,1,0,0,120,Thailand,Dry,9,2022,0.512,0.47,0,imnv,simulated
29.22,20.58,7.22,6.91,4.445,385.86,113.48,3038.85,2.64,0,0,1,30,Philippines,Dry,9,2018,0.483,0.83,1,imnv,simulated
31.16,27.2,8.07,7.07,0.578,126.72,114.85,3221.55,23.91,1,1,0,138,China,Dry,4,2022,0.257,0.72,1,imnv,simulated
22.98,22.71,6.39,3.92,0.128,456.99,155.78,4203.58,0.31,0,1,1,53,Thailand,Wet,8,2022,0.402,0.66,1,imnv,simulated
21.45,29.25,7.18,5.72,4.312,449.01,197.25,2731.66,25.02,0,0,1,57,India,Wet,3,2020,0.529,0.58,1,imnv,simulated
29.62,24.81,6.2,5.2,1.616,382.66,131.37,227.86,11.91,0,0,1,133,India,Dry,4,2020,0.556,0.89,1,imnv,simulated
30.91,12.1,8.17,6.67,2.854,65.57,51.0,128.26,25.5,0,1,0,90,Thailand,Dry,6,2018,0.54,0.49,1,imnv,simulated
21.56,22.01,7.14,7.43,1.454,309.46,97.95,2025.29,29.07,1,1,1,119,Indonesia,Dry,9,2020,0.307,0.73,1,imnv,simulated
34.32,34.86,7.56,5.95,1.966,244.76,80.3,3696.99,3.31,1,0,0,93,China,Dry,12,2021,0.363,0.73,1,imnv,simulated
33.12,18.33,7.55,9.35,2.81,468.35,59.96,907.83,9.44,1,1,0,38,Philippines,Wet,2,2021,0.342,0.63,1,imnv,simulated
34.84,19.07,8.42,7.61,1.687,86.71,154.78,1342.56,21.21,0,1,1,69,Philippines,Wet,9,2019,0.42,0.79,1,imnv,simulated
29.53,11.47,6.78,3.84,4.828,34.95,187.17,351.66,4.92,1,1,0,47,Malaysia,Wet,4,2018,0.659,1.0,1,imnv,simulated
22.24,22.0,7.27,8.16,1.399,121.4,17.58,4607.82,10.74,0,0,1,126,China,Wet,10,2022,0.255,0.48,1,imnv,simulated
33.63,23.9,8.73,4.0,3.531,495.96,118.25,1655.37,28.56,1,0,1,51,China,Wet,11,2023,0.738,1.0,1,imnv,simulated
26.45,14.33,8.21,8.71,3.257,297.74,108.24,4778.5,15.42,0,0,1,176,Malaysia,Wet,12,2022,0.495,0.99,0,imnv,simulated
26.06,3.14,6.38,2.7,1.889,72.72,199.03,3408.2,15.58,0,0,0,169,Indonesia,Wet,8,2022,0.64,0.88,1,imnv,simulated
21.6,27.74,7.66,2.18,4.044,314.76,81.72,3081.95,9.1,0,1,0,45,Thailand,Dry,5,2018,0.621,0.57,0,imnv,simulated
23.3,6.16,7.07,8.01,1.398,452.72,186.74,4327.04,5.41,0,1,1,121,Malaysia,Dry,6,2022,0.293,0.38,0,imnv,simulated
25.48,33.39,6.88,5.9,1.389,345.77,136.28,3380.94,18.47,1,0,1,35,China,Wet,4,2022,0.394,1.0,1,imnv,simulated
28.7,20.46,7.85,5.13,4.447,227.49,68.11,4294.57,7.73,0,0,0,33,India,Wet,7,2023,0.554,0.63,1,imnv,simulated
26.82,10.36,8.05,6.31,2.636,33.64,17.32,474.25,6.01,0,0,0,90,Thailand,Wet,12,2023,0.508,0.69,0,imnv,simulated
22.08,33.62,7.28,2.9,2.52,316.01,36.52,2294.59,16.29,1,1,1,91,Indonesia,Dry,6,2021,0.553,0.42,1,imnv,simulated
22.53,30.2,8.46,6.81,4.079,377.05,49.96,3113.63,24.22,0,1,1,67,Thailand,Dry,12,2020,0.6,0.19,0,imnv,simulated
30.29,23.03,8.91,3.78,3.259,398.96,185.75,2188.98,6.38,0,1,0,33,India,Dry,6,2020,0.776,0.83,1,imnv,simulated
27.53,26.33,6.53,2.93,1.847,265.29,132.07,4550.6,19.63,0,0,1,101,Philippines,Wet,7,2018,0.603,1.0,1,imnv,simulated
23.8,29.17,8.52,8.85,1.823,30.69,93.69,4093.93,12.16,0,0,1,39,Indonesia,Dry,3,2023,0.411,0.54,1,imnv,simulated
23.68,19.32,7.63,6.83,1.768,63.94,59.71,3297.92,28.48,0,0,0,113,Indonesia,Wet,2,2020,0.324,0.43,1,imnv,simulated
31.21,24.5,7.01,3.44,2.622,235.95,76.78,1729.47,28.86,1,0,0,103,Vietnam,Dry,3,2022,0.592,0.97,1,imnv,simulated
25.45,7.26,7.69,4.8,0.075,150.24,42.34,1186.47,0.26,1,1,0,55,China,Dry,10,2019,0.213,0.36,1,imnv,simulated
27.58,17.01,7.66,5.04,2.546,224.23,47.66,857.21,28.11,0,0,1,47,Vietnam,Dry,3,2020,0.475,0.58,1,imnv,simulated
23.58,12.03,7.91,5.0,3.38,365.17,35.07,4233.45,0.03,1,1,1,153,Thailand,Dry,12,2021,0.568,0.48,1,imnv,simulated
30.8,26.34,8.81,9.0,1.403,78.97,152.81,3865.64,19.05,1,0,0,48,Vietnam,Dry,9,2019,0.408,1.0,1,imnv,simulated
32.9,6.79,6.75,9.52,4.174,268.53,108.28,3275.63,24.41,1,1,0,59,Thailand,Dry,12,2020,0.474,0.69,0,imnv,simulated
32.85,24.57,6.99,3.62,3.425,402.35,20.32,3770.54,24.4,0,1,1,76,Thailand,Wet,7,2021,0.631,0.63,0,imnv,simulated
22.77,9.85,8.7,3.34,0.261,25.24,29.76,3291.38,8.67,1,0,0,137,China,Wet,2,2022,0.451,0.51,1,imnv,simulated
33.11,32.38,7.56,4.85,4.103,386.0,22.61,4845.27,4.37,0,0,0,54,Malaysia,Wet,5,2019,0.515,0.38,0,imnv,simulated
28.65,31.09,8.36,8.81,3.662,142.41,141.87,4266.51,25.0,1,0,0,86,Philippines,Dry,1,2022,0.516,0.89,0,imnv,simulated
30.35,27.09,6.2,3.44,3.786,60.31,50.75,4784.26,6.9,1,0,1,56,India,Wet,4,2018,0.769,1.0,1,imnv,simulated
29.4,28.21,8.75,2.96,2.9,182.18,36.55,4093.3,9.82,0,0,1,83,Malaysia,Wet,8,2018,0.765,0.68,1,imnv,simulated
30.33,0.46,8.45,5.33,2.127,393.34,99.82,4193.67,28.27,0,1,0,175,China,Dry,3,2023,0.55,0.59,1,imnv,simulated
28.04,4.97,8.49,5.59,4.594,476.6,149.93,3173.64,1.37,1,0,0,156,Malaysia,Dry,11,2019,0.645,0.89,1,imnv,simulated
31.58,20.73,7.5,8.02,3.901,260.24,142.23,3679.91,3.55,1,1,1,133,Thailand,Wet,4,2019,0.399,0.93,0,imnv,simulated
26.25,34.11,6.19,6.9,0.66,380.04,157.62,2534.64,9.27,0,1,1,99,China,Wet,10,2022,0.395,0.62,1,imnv,simulated
23.83,17.61,8.79,6.04,4.569,349.65,156.39,3354.9,18.24,0,1,1,42,Vietnam,Wet,11,2019,0.68,0.69,1,imnv,simulated
29.37,29.88,6.7,6.32,1.045,39.91,58.39,2959.94,17.46,1,1,1,77,Thailand,Dry,5,2022,0.372,0.59,0,imnv,simulated
26.83,5.02,6.5,4.27,3.113,244.81,140.5,4574.99,22.46,1,0,1,78,Malaysia,Dry,7,2023,0.691,0.94,1,imnv,simulated
20.72,32.77,7.99,7.88,0.91,95.66,134.38,1288.58,26.12,1,0,1,38,Philippines,Wet,7,2020,0.253,0.66,0,imnv,simulated
25.96,21.37,8.52,8.98,1.955,495.51,68.31,1901.81,13.6,0,1,1,153,Vietnam,Wet,1,2018,0.421,0.64,1,imnv,simulated
34.34,31.27,8.92,5.92,2.027,22.72,166.29,1513.84,29.05,1,0,0,30,Malaysia,Wet,8,2022,0.598,0.89,0,imnv,simulated
25.8,5.12,7.78,6.25,1.113,482.75,76.07,2967.49,28.84,0,0,1,92,China,Wet,10,2020,0.295,0.78,0,imnv,simulated
29.37,15.15,6.4,4.25,0.734,331.09,145.75,2685.01,28.54,1,0,1,99,Philippines,Dry,5,2018,0.457,0.97,1,imnv,simulated
20.21,25.22,7.9,6.25,1.098,16.3,29.67,4626.31,3.94,1,1,1,157,Philippines,Wet,12,2021,0.314,0.58,0,imnv,simulated
32.49,2.89,8.25,3.17,1.68,303.06,75.91,2770.83,12.21,1,0,0,88,China,Dry,11,2018,0.539,0.88,1,imnv,simulated
20.93,18.53,7.51,4.72,1.381,277.87,30.89,1612.15,17.73,1,0,1,106,Malaysia,Wet,4,2023,0.331,0.68,1,imnv,simulated
27.41,12.11,6.77,8.05,1.022,184.62,131.99,2663.66,25.58,0,1,1,180,China,Dry,7,2022,0.3,0.79,1,imnv,simulated
23.81,9.94,6.82,8.6,2.578,410.21,199.75,3300.07,23.2,1,0,0,164,Indonesia,Wet,11,2019,0.446,0.79,0,imnv,simulated
24.16,17.21,7.19,6.27,1.849,69.21,126.88,2030.89,6.32,0,1,1,111,Thailand,Dry,5,2022,0.381,0.73,1,imnv,simulated
25.69,31.62,6.17,4.15,1.798,197.85,158.55,1041.03,13.61,0,1,1,169,Thailand,Dry,8,2021,0.616,0.64,1,imnv,simulated
32.36,32.25,7.08,3.72,4.678,470.45,154.79,3069.19,7.2,0,1,0,152,India,Dry,1,2022,0.613,0.52,1,imnv,simulated
22.89,33.81,8.14,5.6,2.874,169.5,81.45,2959.9,13.12,0,1,1,162,Vietnam,Dry,5,2018,0.573,0.44,0,imnv,simulated
23.43,2.06,8.65,8.13,1.881,469.96,115.78,2834.29,29.7,0,1,0,122,Vietnam,Wet,8,2021,0.463,0.49,1,imnv,simulated
27.2,27.29,6.49,8.95,3.896,82.56,110.12,387.41,21.43,1,0,0,161,India,Dry,6,2020,0.537,1.0,1,imnv,simulated
