water_temperature,salinity,ph,dissolved_oxygen,ammonia,rainfall,stocking_density,pond_size,water_exchange_rate,disease_history,probiotics_used,antibiotics_used,culture_duration,country,season,month,year,water_quality_index,outbreak_probability,ems_ahpnd_outbreak,disease_type,data_source
28.95,9.33,7.85,3.73,4.96,175.16,50.49,2137.76,26.72,1,0,1,56,Malaysia,Wet,10,2021,0.601,1.0,1,ems_ahpnd,simulated
34.99,3.49,6.87,4.61,3.118,1.43,147.13,1431.9,18.65,1,1,0,161,Indonesia,Dry,5,2022,0.618,1.0,1,ems_ahpnd,simulated
34.04,18.88,8.26,4.78,4.032,290.98,50.68,1335.69,28.07,0,0,1,123,China,Dry,8,2022,0.634,0.91,1,ems_ahpnd,simulated
34.62,21.6,6.49,8.91,4.444,236.3,148.44,3563.51,1.42,0,1,0,60,Malaysia,Dry,8,2019,0.538,0.91,1,ems_ahpnd,simulated
24.04,9.99,8.34,8.47,4.646,312.6,56.98,165.46,17.3,0,1,1,139,India,Wet,4,2019,0.524,0.56,0,ems_ahpnd,simulated
26.63,16.97,6.57,2.09,2.219,446.97,87.35,2763.02,12.02,0,1,1,106,Thailand,Dry,4,2021,0.665,0.58,1,ems_ahpnd,simulated
22.04,21.6,8.17,6.0,1.371,7.51,85.99,1499.98,20.04,1,1,1,36,Malaysia,Dry,2,2022,0.397,0.56,0,ems_ahpnd,simulated
29.17,13.38,6.06,8.63,3.737,140.39,67.14,4906.39,8.14,0,0,0,113,Malaysia,Wet,12,2018,0.619,0.96,1,ems_ahpnd,simulated
32.56,8.19,7.07,2.51,3.316,386.64,176.85,4960.5,19.04,0,1,0,168,Malaysia,Dry,9,2020,0.655,1.0,1,ems_ahpnd,simulated
34.45,16.61,7.98,8.35,1.314,168.64,142.62,2485.96,18.19,0,1,0,138,China,Dry,9,2018,0.281,0.98,1,ems_ahpnd,simulated
23.94,13.9,8.77,2.61,4.422,223.43,122.42,2045.64,22.99,1,1,0,165,Philippines,Wet,6,2020,0.791,1.0,1,ems_ahpnd,simulated
24.8,31.07,7.77,7.33,4.971,466.57,169.44,2186.69,12.58,0,1,1,49,Thailand,Wet,11,2020,0.467,0.63,1,ems_ahpnd,simulated
27.12,27.69,6.25,7.12,4.971,382.36,65.74,2360.75,26.86,1,0,1,40,Philippines,Wet,6,2023,0.638,0.76,1,ems_ahpnd,simulated
27.61,6.68,7.62,4.99,2.071,376.39,146.63,4651.29,25.61,1,1,0,48,Malaysia,Wet,6,2021,0.417,0.98,1,ems_ahpnd,simulated
26.81,31.97,8.79,4.75,4.72,191.41,84.05,4449.96,18.72,0,0,1,62,India,Dry,1,2018,0.723,0.41,0,ems_ahpnd,simulated
23.82,8.34,6.31,7.75,3.851,466.15,185.98,291.45,29.26,1,1,0,71,Vietnam,Wet,6,2020,0.607,1.0,1,ems_ahpnd,simulated
28.08,18.03,6.6,8.42,1.134,44.45,120.47,3289.22,10.73,1,1,0,158,China,Dry,1,2023,0.329,1.0,1,ems_ahpnd,simulated
32.1,15.04,6.97,4.07,3.053,458.06,156.09,271.33,0.64,0,0,0,40,Thailand,Dry,12,2019,0.619,1.0,1,ems_ahpnd,simulated
26.14,3.15,7.68,6.07,2.557,203.02,58.8,3500.97,27.57,0,1,0,156,Malaysia,Wet,6,2021,0.445,0.28,1,ems_ahpnd,simulated
32.95,21.31,6.88,8.12,1.772,378.99,39.28,4083.62,17.22,1,0,1,81,India,Wet,3,2022,0.363,1.0,1,ems_ahpnd,simulated
21.1,20.73,8.59,7.96,4.54,187.98,64.84,3069.58,23.6,0,0,0,42,China,Wet,1,2023,0.583,0.46,1,ems_ahpnd,simulated
26.91,32.13,6.88,5.17,2.696,148.01,116.23,1938.76,17.24,1,1,0,146,Philippines,Dry,3,2018,0.564,0.81,0,ems_ahpnd,simulated
23.34,29.99,8.56,3.81,2.993,188.66,29.58,2501.12,2.15,0,0,1,119,Thailand,Wet,7,2018,0.716,0.63,1,ems_ahpnd,simulated
30.99,14.29,7.15,7.48,2.799,459.41,46.02,3618.83,20.22,0,0,1,165,India,Dry,9,2019,0.453,0.83,1,ems_ahpnd,simulated
29.37,29.52,8.96,3.72,1.799,460.74,134.55,4918.22,2.04,0,0,1,180,Indonesia,Dry,4,2020,0.653,1.0,1,ems_ahpnd,simulated
25.05,12.79,8.83,2.67,2.862,182.4,118.16,2491.26,10.1,1,1,1,180,Philippines,Dry,6,2020,0.784,1.0,1,ems_ahpnd,simulated
33.95,0.16,6.11,8.09,2.522,333.11,10.31,2315.0,7.41,1,0,1,63,Thailand,Dry,1,2018,0.576,1.0,1,ems_ahpnd,simulated
26.11,16.98,7.41,3.15,0.202,30.23,64.04,2214.9,8.99,1,1,1,162,India,Dry,3,2019,0.266,0.59,0,ems_ahpnd,simulated
34.29,22.52,8.42,4.27,0.473,44.25,75.97,4324.38,14.94,0,0,1,176,China,Dry,1,2021,0.397,0.6,0,ems_ahpnd,simulated
23.77,18.07,7.48,7.72,1.672,262.23,157.73,3912.7,21.86,1,0,1,123,Malaysia,Dry,5,2018,0.265,1.0,1,ems_ahpnd,simulated
20.35,10.72,6.59,2.06,4.746,195.37,97.81,1318.44,5.1,1,0,0,147,China,Wet,9,2019,0.75,0.98,1,ems_ahpnd,simulated
30.45,13.81,8.39,8.93,1.687,212.81,159.03,1589.99,6.33,0,0,0,30,Thailand,Wet,5,2021,0.371,1.0,1,ems_ahpnd,simulated
25.45,27.26,6.09,6.24,3.97,488.93,150.53,4505.97,2.55,1,0,0,84,Philippines,Wet,1,2018,0.694,1.0,1,ems_ahpnd,simulated
21.81,32.59,6.83,4.16,1.089,181.78,18.21,2743.08,24.53,0,1,0,178,China,Wet,1,2023,0.427,0.36,1,ems_ahpnd,simulated
27.94,16.83,8.87,6.03,3.335,196.15,72.2,3386.25,4.66,1,0,1,142,India,Wet,6,2021,0.694,0.91,1,ems_ahpnd,simulated
26.52,26.89,6.88,9.75,2.907,247.13,74.84,523.51,6.31,1,0,1,142,Indonesia,Wet,3,2019,0.435,0.76,0,ems_ahpnd,simulated
22.6,14.85,6.17,9.69,1.776,95.45,160.49,4880.05,18.27,1,0,1,76,Malaysia,Dry,12,2023,0.429,1.0,1,ems_ahpnd,simulated
24.77,30.84,7.35,3.76,0.884,25.36,122.02,2634.95,21.34,0,1,0,88,Thailand,Wet,11,2020,0.331,0.54,1,ems_ahpnd,simulated
23.27,16.34,7.9,9.3,4.914,325.09,51.36,4379.06,21.51,1,1,1,160,Vietnam,Wet,6,2021,0.423,0.73,1,ems_ahpnd,simulated
32.16,27.82,8.57,9.27,2.934,33.92,138.41,4414.06,17.1,0,0,0,155,China,Wet,2,2022,0.529,1.0,1,ems_ahpnd,simulated
30.04,23.67,8.63,4.5,4.321,472.21,109.56,3582.7,12.25,1,1,0,35,India,Wet,6,2018,0.705,1.0,1,ems_ahpnd,simulated
21.49,25.08,8.84,4.82,4.016,21.68,186.86,4052.33,18.77,0,1,1,56,Thailand,Wet,9,2022,0.729,0.71,1,ems_ahpnd,simulated
20.96,2.52,7.51,8.67,2.963,451.94,166.49,3673.24,26.47,0,0,1,133,Vietnam,Wet,1,2019,0.375,0.73,1,ems_ahpnd,simulated
25.61,30.67,6.21,2.77,3.125,492.49,89.32,151.47,7.97,1,0,1,171,China,Dry,2,2023,0.789,0.78,1,ems_ahpnd,simulated
33.28,24.86,6.25,7.87,3.462,333.07,42.89,3560.75,0.97,1,0,0,117,India,Wet,3,2022,0.613,1.0,1,ems_ahpnd,simulated
22.71,28.41,8.42,3.62,1.497,306.58,154.95,3218.89,9.74,1,0,0,143,Vietnam,Dry,1,2023,0.532,1.0,1,ems_ahpnd,simulated
24.2,34.5,6.63,8.5,3.952,262.51,83.39,4452.56,13.65,0,0,1,166,China,Dry,1,2020,0.528,0.41,0,ems_ahpnd,simulated
24.51,10.33,7.86,2.87,0.533,486.22,38.24,1532.29,13.3,1,0,1,56,Vietnam,Wet,1,2023,0.357,0.79,0,ems_ahpnd,simulated
24.17,0.22,8.7,5.29,3.756,241.4,133.46,4196.95,11.54,0,1,0,134,Philippines,Dry,2,2019,0.69,0.56,1,ems_ahpnd,simulated
25.0,32.73,6.7,6.93,2.764,4.17,99.02,755.39,0.68,1,1,1,162,Indonesia,Wet,5,2022,0.543,0.66,1,ems_ahpnd,simulated
21.98,15.52,7.45,5.03,0.029,47.9,196.87,2175.43,13.01,1,0,1,75,India,Dry,12,2023,0.177,0.87,1,ems_ahpnd,simulated
23.82,9.49,8.67,2.98,4.023,19.12,93.61,1555.95,4.31,0,0,0,136,Vietnam,Wet,4,2020,0.762,0.73,0,ems_ahpnd,simulated
27.35,0.68,8.01,4.05,1.658,437.69,199.49,4987.94,5.56,0,1,0,116,Vietnam,Wet,8,2022,0.468,0.66,1,ems_ahpnd,simulated
24.67,18.26,7.56,9.73,4.196,325.35,152.25,4516.95,4.98,1,0,1,36,Vietnam,Dry,8,2021,0.352,1.0,1,ems_ahpnd,simulated
25.93,20.27,6.58,6.14,2.461,55.34,186.28,4445.62,10.18,1,1,1,65,Vietnam,Dry,11,2018,0.555,0.86,0,ems_ahpnd,simulated
30.02,34.26,8.72,2.27,1.527,316.95,50.81,4856.26,3.99,0,0,0,169,India,Dry,5,2022,0.631,0.83,1,ems_ahpnd,simulated
31.52,7.36,8.51,8.35,0.626,156.94,148.24,1275.43,5.95,1,1,1,78,India,Wet,7,2022,0.293,1.0,1,ems_ahpnd,simulated
33.8,21.57,7.82,5.84,3.474,160.54,141.82,4214.14,21.29,1,1,1,112,Vietnam,Dry,7,2022,0.525,1.0,1,ems_ahpnd,simulated
22.85,29.87,7.74,8.97,0.781,104.5,105.66,2763.76,19.72,0,1,1,132,Vietnam,Dry,3,2020,0.161,0.37,0,ems_ahpnd,simulated
32.16,21.11,6.29,4.08,0.562,255.32,66.11,3988.87,13.69,1,1,0,48,Malaysia,Wet,7,2018,0.461,0.8,1,ems_ahpnd,simulated
24.05,17.29,7.06,9.82,4.641,212.04,140.01,4033.62,21.57,0,1,1,87,Indonesia,Dry,9,2019,0.413,0.68,1,ems_ahpnd,simulated
34.04,14.46,8.46,3.73,1.51,300.3,90.17,1720.52,10.04,0,0,0,43,Philippines,Wet,7,2021,0.537,1.0,1,ems_ahpnd,simulated
28.51,15.66,8.94,8.55,3.35,216.37,41.88,2866.36,16.45,0,0,1,96,Thailand,Wet,8,2021,0.622,1.0,1,ems_ahpnd,simulated
32.65,20.35,8.21,3.64,2.935,185.81,41.35,3114.13,24.22,0,1,0,116,Malaysia,Dry,1,2022,0.656,0.73,1,ems_ahpnd,simulated
23.37,26.62,6.24,5.13,3.297,210.91,141.07,4440.27,7.91,1,1,1,81,Vietnam,Dry,2,2021,0.706,0.86,1,ems_ahpnd,simulated
34.63,14.14,6.76,8.7,3.316,492.58,84.84,3053.83,28.26,0,1,0,59,Indonesia,Dry,10,2023,0.5,0.76,1,ems_ahpnd,simulated
26.93,33.33,6.06,8.01,0.386,32.29,163.14,3833.08,17.49,1,0,0,153,Indonesia,Dry,2,2021,0.349,0.75,1,ems_ahpnd,simulated
22.13,15.54,6.09,4.86,4.927,417.34,109.53,1712.43,25.28,0,1,0,173,Thailand,Dry,4,2023,0.74,0.71,1,ems_ahpnd,simulated
30.25,7.83,6.26,6.53,0.583,14.79,132.74,2953.73,5.38,1,0,0,68,Philippines,Wet,11,2020,0.387,1.0,1,ems_ahpnd,simulated
28.62,27.89,7.92,9.21,2.002,435.95,29.04,1741.24,15.36,0,1,1,143,China,Dry,11,2020,0.319,0.58,0,ems_ahpnd,simulated
31.06,12.57,8.06,6.79,4.863,161.1,137.44,4168.1,11.62,0,0,0,122,Philippines,Wet,9,2022,0.534,1.0,1,ems_ahpnd,simulated
25.98,21.8,6.24,7.74,2.093,483.02,190.71,3500.42,8.47,0,0,0,90,Indonesia,Wet,6,2018,0.518,0.76,1,ems_ahpnd,simulated
29.65,26.5,6.13,5.14,2.319,112.9,36.46,1424.78,28.91,0,1,0,58,Vietnam,Wet,12,2018,0.648,0.71,1,ems_ahpnd,simulated
21.54,29.55,6.49,6.96,1.401,366.41,184.09,2568.48,28.92,0,1,1,135,Thailand,Wet,10,2021,0.425,0.71,1,ems_ahpnd,simulated
27.72,34.44,8.37,8.96,3.151,202.46,18.39,2229.68,12.68,1,1,1,142,Philippines,Wet,12,2019,0.513,0.66,1,ems_ahpnd,simulated
29.27,26.82,8.4,6.91,0.206,320.72,187.11,4385.06,17.12,0,0,1,35,Vietnam,Wet,11,2018,0.276,1.0,1,ems_ahpnd,simulated
26.58,22.47,8.98,9.87,4.337,419.84,150.61,4338.6,16.05,1,0,0,145,Thailand,Wet,9,2018,0.584,1.0,1,ems_ahpnd,simulated
28.07,19.06,7.37,9.65,3.915,345.14,17.47,4200.01,10.14,1,1,1,141,India,Dry,7,2023,0.367,0.98,1,ems_ahpnd,simulated
23.15,6.83,8.12,7.34,0.567,458.22,37.16,3332.39,4.22,0,0,0,102,China,Dry,1,2018,0.255,0.35,1,ems_ahpnd,simulated
28.92,34.01,7.71,8.52,4.519,151.12,112.05,2857.79,21.49,0,1,0,53,Vietnam,Dry,6,2019,0.418,0.83,1,ems_ahpnd,simulated
32.5,19.91,8.8,3.74,2.472,235.58,149.96,3025.58,2.42,0,0,0,36,Thailand,Dry,8,2019,0.7,1.0,1,ems_ahpnd,simulated
24.29,30.92,8.65,7.71,3.31,444.46,19.38,3648.08,14.18,1,0,0,87,Philippines,Dry,3,2022,0.601,0.61,1,ems_ahpnd,simulated
34.74,20.29,8.25,6.99,2.73,73.89,92.2,1198.89,7.16,0,0,0,93,Philippines,Dry,7,2019,0.529,0.71,0,ems_ahpnd,simulated
31.21,29.18,6.6,7.62,0.351,359.71,21.87,2544.84,12.42,1,1,1,52,Malaysia,Wet,2,2022,0.268,0.85,1,ems_ahpnd,simulated
29.68,0.41,8.1,6.88,1.442,449.06,161.76,4479.44,17.36,0,0,0,155,Malaysia,Wet,11,2023,0.364,1.0,1,ems_ahpnd,simulated
28.71,22.55,6.44,2.51,3.973,497.85,116.31,3987.77,20.65,0,1,0,88,Vietnam,Dry,11,2023,0.76,1.0,1,ems_ahpnd,simulated
27.47,34.88,7.32,3.9,0.173,312.44,154.62,1410.57,0.18,0,1,1,94,Vietnam,Wet,8,2019,0.253,0.59,1,ems_ahpnd,simulated
24.0,26.53,6.28,5.97,1.658,131.46,152.26,312.31,6.45,0,0,0,44,Philippines,Dry,8,2020,0.522,0.66,0,ems_ahpnd,simulated
28.96,3.28,6.88,3.92,2.964,384.63,143.76,957.3,28.67,1,0,0,69,China,Wet,6,2019,0.635,1.0,1,ems_ahpnd,simulated
29.1,13.65,6.32,9.34,3.813,211.9,116.47,1479.91,1.99,1,1,1,168,Philippines,Wet,12,2018,0.552,1.0,1,ems_ahpnd,simulated
26.41,18.66,8.11,6.5,2.085,361.94,13.77,933.69,17.6,1,0,0,53,Malaysia,Wet,1,2018,0.45,0.86,1,ems_ahpnd,simulated
27.91,33.18,7.03,6.74,0.895,23.67,75.46,667.44,12.41,0,1,0,111,Vietnam,Dry,5,2018,0.286,0.02,0,ems_ahpnd,simulated
26.25,0.86,7.09,5.35,0.12,421.53,106.14,3251.75,17.61,1,0,1,33,Indonesia,Dry,5,2018,0.237,0.72,1,ems_ahpnd,simulated
32.6,31.14,8.49,6.47,4.109,165.73,34.11,1199.32,4.96,1,1,0,89,Vietnam,Dry,9,2020,0.616,0.86,1,ems_ahpnd,simulated
32.93,23.92,6.22,3.73,3.741,7.54,36.97,4144.32,9.53,0,0,1,36,India,Dry,5,2021,0.756,0.88,1,ems_ahpnd,simulated
31.12,29.14,7.11,9.18,4.469,469.39,176.19,2700.95,5.02,1,0,1,54,India,Dry,4,2020,0.426,1.0,1,ems_ahpnd,simulated
24.19,28.3,6.91,9.28,3.576,323.92,105.57,841.03,9.22,1,1,1,103,Malaysia,Wet,5,2023,0.456,0.96,1,ems_ahpnd,simulated
22.94,8.07,6.82,2.13,4.502,22.05,136.36,4598.86,10.17,0,0,1,161,Indonesia,Dry,1,2020,0.709,0.98,1,ems_ahpnd,simulated
26.45,21.08,7.08,8.71,3.318,366.86,123.34,3025.23,18.37,1,0,1,80,Vietnam,Dry,3,2018,0.446,0.88,1,ems_ahpnd,simulated
32.52,30.51,8.09,5.05,4.299,176.42,86.57,2801.92,26.03,0,0,0,32,Malaysia,Dry,4,2020,0.597,0.71,1,ems_ahpnd,simulated
24.46,17.36,8.45,7.4,4.379,76.49,122.87,420.06,25.75,1,1,1,49,Philippines,Dry,6,2023,0.578,1.0,1,ems_ahpnd,simulated
28.91,8.93,6.34,3.34,0.572,132.68,148.5,2989.08,15.19,0,1,0,31,India,Wet,11,2018,0.479,1.0,1,ems_ahpnd,simulated
29.47,3.5,6.09,7.8,3.663,387.72,172.35,2262.3,7.25,1,0,0,54,Indonesia,Wet,11,2019,0.642,1.0,1,ems_ahpnd,simulated
32.75,27.52,8.59,4.56,0.509,491.03,34.94,4923.22,24.75,1,0,0,70,Indonesia,Dry,11,2023,0.42,0.8,1,ems_ahpnd,simulated
22.02,20.09,7.48,7.67,4.283,41.82,53.31,287.69,1.35,0,1,1,33,Malaysia,Wet,11,2020,0.414,0.33,0,ems_ahpnd,simulated
30.55,25.29,8.61,9.32,1.732,314.14,188.06,286.39,25.02,1,1,0,58,Malaysia,Wet,3,2022,0.4,1.0,1,ems_ahpnd,simulated
30.64,10.39,7.16,3.86,4.457,139.22,64.24,2394.92,17.74,0,1,1,80,Philippines,Dry,6,2018,0.595,0.85,1,ems_ahpnd,simulated
21.21,34.13,7.1,7.2,0.028,125.5,77.45,3608.76,22.1,0,0,1,86,Indonesia,Wet,2,2022,0.163,0.27,0,ems_ahpnd,simulated
28.51,32.12,8.49,7.53,2.582,146.36,51.89,3397.85,27.2,0,0,1,32,Vietnam,Dry,1,2019,0.534,0.76,1,ems_ahpnd,simulated
21.59,24.05,6.02,6.86,0.351,321.45,12.37,1787.24,29.23,1,1,0,48,China,Wet,5,2019,0.39,0.45,0,ems_ahpnd,simulated
31.09,33.06,6.7,2.47,1.066,463.28,186.94,3207.57,14.36,1,1,0,161,Vietnam,Dry,3,2022,0.503,1.0,1,ems_ahpnd,simulated
28.0,3.41,7.18,3.86,2.286,42.62,178.09,3452.24,16.06,0,1,0,66,India,Dry,7,2020,0.512,0.95,1,ems_ahpnd,simulated
25.15,4.99,6.92,8.52,4.084,107.35,183.27,3599.75,23.27,1,0,0,83,China,Dry,9,2019,0.479,0.91,1,ems_ahpnd,simulated
22.32,4.44,6.18,6.88,1.195,440.72,100.61,3502.54,0.85,1,1,1,170,Indonesia,Dry,6,2020,0.457,0.86,1,ems_ahpnd,simulated
20.75,8.25,8.18,2.97,2.539,252.19,133.06,3631.8,21.89,1,0,1,90,Malaysia,Dry,4,2021,0.63,1.0,1,ems_ahpnd,simulated
31.61,9.33,7.73,6.69,1.296,140.04,198.56,2717.33,28.34,0,0,0,105,China,Dry,3,2021,0.293,1.0,1,ems_ahpnd,simulated
30.83,33.94,6.28,3.73,1.303,94.57,147.53,2413.24,5.06,1,1,1,130,Vietnam,Wet,9,2023,0.557,1.0,1,ems_ahpnd,simulated
23.98,29.92,7.94,5.71,2.272,55.38,116.08,3761.11,27.46,0,0,0,139,India,Wet,9,2019,0.469,0.68,1,ems_ahpnd,simulated
30.54,22.36,6.32,2.0,3.787,460.17,155.83,2294.2,9.51,1,1,1,135,Indonesia,Dry,1,2020,0.797,1.0,1,ems_ahpnd,simulated
33.06,34.41,7.43,7.52,1.153,144.24,157.09,1931.46,28.44,1,0,0,55,Indonesia,Wet,1,2019,0.222,1.0,1,ems_ahpnd,simulated
29.73,2.03,8.96,6.24,4.029,128.66,156.58,4436.61,27.7,1,0,0,91,Thailand,Dry,7,2019,0.702,1.0,1,ems_ahpnd,simulated
24.8,34.91,6.84,4.11,1.456,100.04,84.76,1216.46,28.37,0,1,0,163,Vietnam,Wet,3,2018,0.468,0.36,0,ems_ahpnd,simulated
27.61,15.96,6.84,2.03,1.059,419.35,121.18,1405.96,28.37,1,1,1,80,Indonesia,Dry,12,2022,0.493,1.0,1,ems_ahpnd,simulated
25.04,13.63,8.4,7.93,1.455,352.48,89.18,4172.41,13.64,0,0,1,152,Thailand,Dry,7,2019,0.381,0.56,1,ems_ahpnd,simulated
21.38,13.56,6.66,8.34,0.602,368.2,96.94,3870.83,13.44,1,1,0,106,Indonesia,Wet,12,2021,0.262,0.6,1,ems_ahpnd,simulated
31.52,11.96,8.68,9.79,2.212,392.94,121.87,4741.76,17.95,1,0,1,132,Vietnam,Wet,10,2019,0.449,1.0,1,ems_ahpnd,simulated
33.58,26.36,6.66,2.31,2.329,265.32,190.23,1118.19,6.48,0,1,1,82,Malaysia,Wet,4,2021,0.655,1.0,1,ems_ahpnd,simulated
21.11,17.63,7.36,9.18,0.517,192.02,82.79,4841.01,17.21,1,1,0,114,Malaysia,Dry,6,2018,0.108,0.42,0,ems_ahpnd,simulated
31.95,22.31,7.39,4.39,3.904,205.96,75.2,4963.32,1.11,1,1,1,146,China,Dry,4,2022,0.539,0.83,0,ems_ahpnd,simulated
25.98,34.81,8.55,2.79,4.275,432.19,182.47,3541.23,18.29,0,1,0,175,India,Wet,11,2019,0.749,0.78,0,ems_ahpnd,simulated
26.4,26.06,7.36,5.42,3.118,192.84,174.08,727.62,7.16,0,0,1,122,Indonesia,Dry,1,2020,0.509,0.63,0,ems_ahpnd,simulated
24.14,24.83,8.86,3.85,2.503,25.44,22.6,1655.15,4.48,0,0,1,33,India,Wet,10,2023,0.71,0.63,0,ems_ahpnd,simulated
30.89,18.8,7.21,9.33,0.871,207.12,23.04,2189.32,1.2,0,0,0,173,Thailand,Dry,3,2019,0.167,0.62,0,ems_ahpnd,simulated
24.41,13.58,6.25,7.57,1.629,236.49,167.24,2851.47,11.94,0,1,1,157,China,Dry,4,2020,0.47,0.76,1,ems_ahpnd,simulated
27.95,6.9,7.71,3.58,4.845,365.03,60.36,3150.88,21.36,0,1,0,146,India,Wet,9,2022,0.582,0.55,1,ems_ahpnd,simulated
26.67,30.86,6.5,3.68,1.576,276.43,59.75,370.88,20.46,1,0,1,106,India,Dry,10,2018,0.552,0.78,1,ems_ahpnd,simulated
24.02,30.61,8.06,8.45,2.936,206.43,146.2,4130.04,27.06,0,0,1,134,Philippines,Dry,4,2021,0.471,0.71,0,ems_ahpnd,simulated
21.72,33.05,6.09,2.63,2.239,235.51,86.33,4713.07,1.39,0,0,0,36,Malaysia,Dry,12,2023,0.729,0.48,1,ems_ahpnd,simulated
31.59,7.6,6.5,3.99,1.598,70.5,124.46,597.02,29.77,1,1,0,57,Vietnam,Dry,6,2019,0.545,1.0,1,ems_ahpnd,simulated
32.2,28.71,7.73,2.85,4.42,284.59,86.52,1378.82,4.78,1,0,1,129,Indonesia,Wet,10,2023,0.61,1.0,1,ems_ahpnd,simulated
26.33,29.68,8.82,2.21,2.997,437.52,87.45,2605.05,18.48,1,1,1,69,Thailand,Dry,2,2023,0.813,0.68,1,ems_ahpnd,simulated
22.95,0.35,6.3,3.89,0.887,250.2,79.58,2689.88,18.66,1,0,0,136,Philippines,Dry,10,2022,0.502,0.57,1,ems_ahpnd,simulated
31.82,16.53,6.18,4.43,0.294,48.08,29.86,3331.93,7.62,0,1,1,161,Indonesia,Dry,10,2019,0.438,0.65,1,ems_ahpnd,simulated
29.67,16.12,8.54,6.94,0.186,95.55,137.54,3741.17,9.99,1,0,1,76,China,Wet,1,2023,0.296,1.0,1,ems_ahpnd,simulated
31.16,16.19,8.28,5.95,1.16,256.9,174.76,1338.66,2.71,0,0,1,109,Malaysia,Wet,1,2018,0.394,1.0,1,ems_ahpnd,simulated
31.48,33.01,8.44,9.45,0.168,484.62,175.46,2802.8,11.6,1,0,0,87,Indonesia,Wet,2,2022,0.194,1.0,1,ems_ahpnd,simulated
24.48,5.85,6.28,9.19,2.19,141.33,99.06,4304.93,14.59,0,1,0,94,Thailand,Wet,2,2021,0.474,0.51,1,ems_ahpnd,simulated
22.85,3.02,6.84,3.2,3.646,229.09,191.55,1338.17,14.21,1,0,1,100,Thailand,Dry,11,2020,0.67,1.0,1,ems_ahpnd,simulated
30.62,1.37,7.0,5.07,4.928,61.89,95.3,2497.93,8.13,1,1,1,97,Thailand,Dry,7,2019,0.581,0.83,1,ems_ahpnd,simulated
30.65,31.95,8.58,9.48,4.02,416.67,186.38,4563.2,16.54,0,0,0,41,Philippines,Dry,2,2019,0.531,1.0,1,ems_ahpnd,simulated
23.1,16.26,6.76,4.58,3.501,108.29,199.61,2107.33,0.48,0,1,0,38,India,Dry,8,2022,0.637,0.71,1,ems_ahpnd,simulated
24.12,4.32,7.72,8.61,3.074,336.97,199.21,2731.15,10.08,1,1,0,60,India,Dry,3,2023,0.416,0.73,1,ems_ahpnd,simulated
26.38,33.94,8.15,6.28,2.206,209.6,176.94,3622.47,29.3,0,0,0,134,Philippines,Wet,3,2020,0.477,0.76,0,ems_ahpnd,simulated
21.58,24.38,7.79,4.65,0.395,428.32,73.5,4065.6,14.16,1,1,0,84,Indonesia,Dry,3,2018,0.271,0.27,0,ems_ahpnd,simulated
29.48,23.96,7.56,2.07,0.843,106.21,129.67,1690.07,5.43,1,1,1,121,Indonesia,Wet,9,2018,0.368,1.0,1,ems_ahpnd,simulated
23.92,18.12,7.01,6.11,4.104,474.84,130.11,3503.27,1.32,0,1,0,178,China,Wet,9,2022,0.545,0.73,1,ems_ahpnd,simulated
29.09,20.23,7.86,8.66,4.332,152.26,63.19,105.39,1.16,1,0,1,108,Thailand,Wet,11,2023,0.438,1.0,1,ems_ahpnd,simulated
34.64,18.42,7.85,3.5,0.004,385.69,98.34,1050.57,15.99,0,1,0,35,Vietnam,Dry,4,2019,0.275,0.64,0,ems_ahpnd,simulated
31.96,16.27,6.18,3.13,2.466,68.36,54.47,1607.14,21.16,0,1,0,87,Vietnam,Wet,4,2019,0.723,0.98,1,ems_ahpnd,simulated
25.36,26.5,7.53,4.08,3.225,492.62,13.3,3813.76,12.67,1,1,0,65,Thailand,Dry,2,2023,0.536,0.43,1,ems_ahpnd,simulated
32.6,29.24,6.98,7.21,1.55,460.26,152.99,175.37,20.32,1,0,0,48,India,Dry,8,2018,0.352,1.0,1,ems_ahpnd,simulated
33.35,16.96,7.74,7.95,1.157,470.19,130.49,1740.8,2.86,1,1,0,144,Vietnam,Wet,1,2019,0.237,1.0,1,ems_ahpnd,simulated
23.65,6.23,8.02,4.39,1.419,462.17,29.49,469.07,16.67,1,0,1,81,India,Dry,6,2020,0.431,0.81,1,ems_ahpnd,simulated
20.49,5.47,6.05,3.91,4.561,264.45,92.6,4371.55,12.84,1,1,1,105,India,Dry,4,2021,0.778,0.83,1,ems_ahpnd,simulated
34.98,1.22,6.85,7.95,2.032,419.55,46.21,4431.32,26.96,0,1,0,47,China,Wet,2,2021,0.402,0.71,0,ems_ahpnd,simulated
27.04,33.71,8.35,7.64,2.382,410.86,179.1,734.05,23.98,1,0,0,108,Malaysia,Wet,3,2020,0.485,1.0,1,ems_ahpnd,simulated
20.43,28.34,8.2,3.9,3.869,316.19,128.6,4187.85,12.96,1,1,1,84,Vietnam,Dry,3,2021,0.653,0.98,1,ems_ahpnd,simulated
33.25,24.97,6.49,3.33,0.434,115.26,68.1,126.05,11.8,1,1,1,35,Indonesia,Wet,3,2022,0.439,0.97,1,ems_ahpnd,simulated
23.78,12.98,8.77,7.77,2.033,179.26,109.53,1973.55,27.19,1,0,0,100,Vietnam,Dry,6,2019,0.512,1.0,1,ems_ahpnd,simulated
20.71,11.2,7.18,2.67,2.212,237.66,19.03,3689.94,1.75,0,1,0,103,Vietnam,Wet,7,2020,0.543,0.55,1,ems_ahpnd,simulated
