water_temperature,salinity,ph,dissolved_oxygen,ammonia,rainfall,stocking_density,pond_size,water_exchange_rate,disease_history,probiotics_used,antibiotics_used,culture_duration,country,season,month,year,water_quality_index,outbreak_probability,wssv_outbreak,disease_type,data_source,ems_ahpnd_outbreak,ihhnv_outbreak,yhv_outbreak,imnv_outbreak
25.46,30.47,7.33,5.7,1.233,442.85,152.25,4510.58,27.93,0,0,1,152,Thailand,Dry,4,2021,0.309,0.63,,ihhnv,simulated,,0.0,,
22.14,17.58,6.48,3.0,3.884,34.49,195.89,3347.39,8.73,1,1,0,150,Philippines,Wet,1,2023,0.737,1.0,,ihhnv,simulated,,1.0,,
27.71,23.74,6.23,8.52,2.443,194.01,100.75,821.05,14.17,1,1,1,141,Indonesia,Wet,3,2019,0.532,1.0,,ihhnv,simulated,,1.0,,
27.55,27.08,8.94,4.3,0.032,13.48,165.37,2319.97,3.19,1,0,1,104,Malaysia,Wet,6,2021,0.434,1.0,,ihhnv,simulated,,1.0,,
28.0,2.79,8.12,3.71,1.672,185.45,53.99,3969.37,29.13,1,0,0,105,Malaysia,Dry,10,2019,0.499,0.805,,ihhnv,simulated,,1.0,,
20.46,4.98,6.8,2.02,3.267,222.52,38.45,3082.87,22.83,1,1,0,175,Indonesia,Wet,3,2021,0.716,0.555,,ihhnv,simulated,,1.0,,
27.16,34.6,7.47,3.48,0.56,310.98,18.53,3789.61,23.75,0,1,1,158,India,Dry,12,2020,0.285,0.305,,ihhnv,simulated,,0.0,,
22.28,7.51,7.34,9.28,1.257,271.53,80.23,281.1,16.13,0,1,0,105,Indonesia,Wet,2,2021,0.19,0.53,,ihhnv,simulated,,0.0,,
34.19,20.84,8.81,9.98,2.868,253.94,112.02,673.71,5.88,1,1,0,55,Indonesia,Wet,12,2020,0.538,1.0,,ihhnv,simulated,,1.0,,
20.02,0.18,7.02,7.94,3.579,206.2,24.58,404.79,10.3,0,0,1,125,Vietnam,Wet,4,2020,0.482,0.28,,ihhnv,simulated,,0.0,,
27.69,32.39,7.48,9.71,0.105,411.22,196.78,3826.41,13.93,0,1,0,144,Malaysia,Dry,11,2020,0.025,0.38,,ihhnv,simulated,,0.0,,
29.03,29.78,7.31,2.01,0.781,457.98,25.17,2481.3,14.58,1,0,0,150,Philippines,Wet,1,2020,0.385,0.955,,ihhnv,simulated,,1.0,,
28.27,30.12,8.68,8.58,1.489,133.49,41.51,4458.69,15.79,0,1,1,77,Vietnam,Wet,3,2022,0.409,0.43,,ihhnv,simulated,,1.0,,
34.27,31.11,7.65,6.57,2.361,155.08,119.88,4483.21,8.57,1,0,1,124,Thailand,Dry,8,2019,0.402,0.83,,ihhnv,simulated,,1.0,,
25.39,31.87,7.76,4.27,0.039,273.54,43.26,122.02,21.48,1,0,0,125,China,Dry,12,2021,0.239,0.58,,ihhnv,simulated,,0.0,,
26.29,18.44,7.53,7.5,3.28,196.98,55.9,2527.77,5.79,1,1,0,60,Philippines,Wet,9,2023,0.422,0.88,,ihhnv,simulated,,0.0,,
32.78,17.3,6.2,4.55,3.7,174.8,193.59,2460.89,10.4,1,1,0,146,Vietnam,Wet,11,2023,0.732,1.0,,ihhnv,simulated,,1.0,,
28.17,32.65,8.69,7.69,3.04,237.25,45.76,4184.51,27.02,1,0,1,72,Indonesia,Wet,2,2021,0.609,0.83,,ihhnv,simulated,,1.0,,
29.34,16.25,6.13,6.05,0.332,429.0,109.98,4037.21,28.9,1,0,0,123,Indonesia,Dry,11,2020,0.397,1.0,,ihhnv,simulated,,1.0,,
26.32,10.12,7.79,9.63,0.876,14.03,136.4,501.65,23.1,1,1,0,119,Thailand,Wet,9,2023,0.158,0.73,,ihhnv,simulated,,1.0,,
34.37,30.38,7.82,3.46,3.93,307.87,177.0,2734.27,19.88,1,1,1,162,Philippines,Wet,5,2019,0.605,0.855,,ihhnv,simulated,,1.0,,
26.32,17.29,7.54,3.97,4.395,402.6,142.69,2476.02,21.62,0,0,0,147,Malaysia,Dry,7,2022,0.541,0.905,,ihhnv,simulated,,1.0,,
31.34,26.67,8.62,6.71,0.829,490.24,159.92,728.23,7.13,0,1,0,82,Thailand,Wet,7,2020,0.388,0.63,,ihhnv,simulated,,1.0,,
27.97,5.77,8.5,2.99,3.7,291.29,10.49,2497.58,5.83,0,1,0,154,China,Wet,2,2018,0.734,0.455,,ihhnv,simulated,,1.0,,
28.84,31.51,7.86,4.07,3.781,190.78,75.97,2599.08,7.98,1,1,1,52,Thailand,Wet,9,2018,0.591,0.88,,ihhnv,simulated,,1.0,,
28.41,29.95,7.66,3.49,2.821,240.31,130.59,4427.62,18.38,0,0,1,75,Indonesia,Wet,10,2023,0.557,1.0,,ihhnv,simulated,,1.0,,
32.67,28.49,7.04,9.78,3.741,128.85,24.98,601.54,19.04,1,1,0,151,India,Wet,1,2022,0.417,0.78,,ihhnv,simulated,,1.0,,
28.02,23.27,6.38,8.42,3.503,428.76,191.49,430.93,12.79,1,1,1,160,India,Wet,7,2023,0.573,1.0,,ihhnv,simulated,,1.0,,
33.48,19.85,6.38,6.13,2.697,77.75,85.2,2397.1,17.44,0,0,1,50,India,Dry,4,2021,0.615,0.83,,ihhnv,simulated,,1.0,,
28.52,21.99,6.46,8.81,3.826,252.18,38.91,972.77,5.79,1,1,1,177,Malaysia,Dry,10,2021,0.546,0.93,,ihhnv,simulated,,1.0,,
24.69,26.04,7.93,2.42,2.444,163.7,56.89,4319.65,14.41,0,1,0,141,Thailand,Wet,12,2019,0.596,0.655,,ihhnv,simulated,,1.0,,
26.51,33.04,7.26,9.79,1.764,491.45,186.67,2346.18,18.21,1,1,0,93,Thailand,Dry,7,2020,0.243,0.78,,ihhnv,simulated,,1.0,,
25.53,3.72,6.63,3.5,0.389,43.41,112.85,4555.62,10.17,0,1,1,82,Vietnam,Dry,9,2021,0.405,0.555,,ihhnv,simulated,,1.0,,
24.13,21.39,8.53,6.06,3.455,115.54,191.23,1245.55,14.03,0,1,1,177,Malaysia,Dry,6,2022,0.636,0.83,,ihhnv,simulated,,0.0,,
31.36,29.38,6.77,5.97,4.665,299.5,199.92,3557.19,16.16,1,0,1,113,Vietnam,Dry,8,2022,0.589,1.0,,ihhnv,simulated,,1.0,,
28.74,8.05,7.53,4.77,4.553,72.68,129.57,3817.24,18.87,1,1,1,107,Vietnam,Wet,6,2020,0.513,0.88,,ihhnv,simulated,,1.0,,
20.79,1.49,6.35,4.59,3.824,420.18,89.63,819.52,0.33,0,0,0,119,Vietnam,Dry,4,2019,0.705,0.43,,ihhnv,simulated,,0.0,,
23.55,15.39,6.33,6.63,2.672,285.22,44.69,738.84,26.68,1,0,0,151,China,Wet,2,2021,0.604,1.0,,ihhnv,simulated,,1.0,,
26.52,7.19,6.61,3.46,4.479,452.44,80.96,2241.74,12.56,0,0,1,45,Thailand,Dry,5,2021,0.7,0.755,,ihhnv,simulated,,1.0,,
21.85,10.03,8.65,8.74,0.963,256.41,96.02,4012.55,21.06,1,1,0,62,Vietnam,Dry,5,2021,0.341,0.53,,ihhnv,simulated,,1.0,,
31.78,6.98,6.04,6.11,2.436,131.73,128.1,1244.56,10.17,1,1,0,42,Malaysia,Dry,2,2022,0.644,0.73,,ihhnv,simulated,,0.0,,
22.24,27.76,6.55,8.08,3.956,43.73,36.2,1282.01,13.77,0,0,0,138,India,Wet,7,2020,0.556,0.73,,ihhnv,simulated,,0.0,,
27.14,30.29,7.15,7.24,4.182,374.27,167.91,1871.52,16.86,1,0,0,134,India,Dry,6,2020,0.484,0.88,,ihhnv,simulated,,1.0,,
22.98,20.99,8.99,7.56,2.848,265.7,176.42,510.57,13.56,0,0,0,66,India,Dry,10,2023,0.646,0.88,,ihhnv,simulated,,1.0,,
27.3,7.01,6.34,6.0,1.263,373.72,185.69,846.04,12.87,1,0,1,97,Indonesia,Dry,11,2020,0.467,0.98,,ihhnv,simulated,,1.0,,
33.39,30.73,8.45,4.35,4.939,243.84,108.19,1203.72,22.51,1,0,1,135,Malaysia,Wet,8,2022,0.68,0.93,,ihhnv,simulated,,1.0,,
25.17,2.61,7.67,8.29,3.293,129.25,89.61,2421.4,9.11,0,1,1,127,Vietnam,Dry,7,2019,0.419,0.53,,ihhnv,simulated,,1.0,,
32.06,8.53,8.6,6.21,2.659,188.35,60.53,1130.65,6.6,1,1,1,140,Philippines,Wet,3,2020,0.605,0.83,,ihhnv,simulated,,0.0,,
23.3,24.03,8.34,7.09,4.644,246.39,87.59,953.12,23.48,1,1,0,51,Thailand,Dry,4,2018,0.57,1.0,,ihhnv,simulated,,1.0,,
32.98,28.14,7.01,8.99,1.96,125.04,19.33,4691.16,5.96,0,0,1,67,Philippines,Dry,4,2020,0.333,0.58,,ihhnv,simulated,,1.0,,
28.22,22.06,6.66,8.12,2.14,248.89,105.06,1142.13,22.01,0,1,0,171,Thailand,Wet,10,2019,0.44,0.83,,ihhnv,simulated,,1.0,,
23.56,24.76,7.84,2.71,3.028,319.16,90.9,4267.38,29.77,0,0,0,63,China,Wet,7,2023,0.633,0.955,,ihhnv,simulated,,1.0,,
24.37,19.86,7.65,9.39,2.826,23.06,19.37,2599.5,22.53,0,1,1,119,China,Dry,2,2022,0.359,0.58,,ihhnv,simulated,,0.0,,
24.36,16.14,6.05,7.8,4.589,337.39,112.36,1162.23,21.7,0,1,0,159,India,Wet,7,2019,0.648,0.83,,ihhnv,simulated,,1.0,,
23.98,15.04,8.02,5.92,1.781,296.93,92.96,356.72,0.72,0,1,0,126,India,Dry,4,2020,0.421,0.78,,ihhnv,simulated,,1.0,,
33.27,13.25,6.77,3.38,1.577,224.13,17.16,4863.92,6.34,1,1,1,71,China,Dry,8,2019,0.518,0.655,,ihhnv,simulated,,1.0,,
20.62,25.41,8.08,7.78,0.531,281.76,34.2,3371.36,18.05,1,1,0,118,Thailand,Dry,12,2022,0.23,0.58,,ihhnv,simulated,,0.0,,
27.84,2.55,6.21,3.82,0.893,427.98,138.09,1598.05,25.64,1,0,0,123,Malaysia,Dry,2,2021,0.52,0.905,,ihhnv,simulated,,1.0,,
22.79,23.16,7.12,6.32,2.005,144.69,26.48,4046.44,1.68,0,1,0,76,Indonesia,Wet,7,2018,0.409,0.58,,ihhnv,simulated,,1.0,,
30.74,30.34,8.36,9.32,0.961,107.8,116.33,705.15,8.37,1,1,1,158,India,Dry,9,2022,0.273,0.68,,ihhnv,simulated,,1.0,,
23.77,4.31,7.46,5.88,1.59,195.21,155.42,3534.56,7.38,0,0,0,121,Indonesia,Dry,3,2020,0.321,0.58,,ihhnv,simulated,,1.0,,
28.61,25.3,6.97,8.68,2.967,141.49,130.72,4667.41,23.12,0,0,1,31,Thailand,Dry,10,2022,0.462,0.93,,ihhnv,simulated,,1.0,,
21.05,8.71,7.92,9.9,4.233,274.14,187.73,1503.91,11.92,1,1,0,169,Thailand,Wet,7,2023,0.407,0.63,,ihhnv,simulated,,0.0,,
23.96,10.32,7.84,9.75,0.841,252.55,197.06,4671.68,14.01,1,1,1,130,Vietnam,Dry,5,2022,0.158,0.73,,ihhnv,simulated,,1.0,,
34.83,13.46,7.55,2.78,0.609,348.57,89.99,4535.45,18.47,0,0,1,161,China,Wet,6,2020,0.317,0.555,,ihhnv,simulated,,1.0,,
23.8,18.96,8.85,3.64,0.529,14.0,49.38,1826.57,12.52,0,0,1,144,China,Dry,9,2018,0.496,0.705,,ihhnv,simulated,,0.0,,
20.61,8.82,6.9,4.85,3.488,199.4,173.23,4558.21,3.08,1,0,1,153,Thailand,Wet,2,2022,0.605,0.83,,ihhnv,simulated,,1.0,,
24.0,12.0,8.99,7.58,2.481,388.73,79.44,4580.88,11.33,0,0,1,86,India,Dry,12,2019,0.605,0.68,,ihhnv,simulated,,1.0,,
24.44,27.34,6.35,5.33,1.379,321.97,140.78,1125.03,3.63,0,1,1,50,Malaysia,Dry,8,2021,0.501,0.83,,ihhnv,simulated,,1.0,,
29.16,26.95,6.83,2.3,4.746,212.79,48.12,3308.25,3.93,1,0,1,52,Thailand,Wet,3,2023,0.702,1.0,,ihhnv,simulated,,1.0,,
23.29,15.75,7.58,9.27,3.961,398.93,178.01,3237.27,18.85,0,0,1,134,Malaysia,Wet,9,2018,0.371,0.93,,ihhnv,simulated,,1.0,,
25.79,10.03,8.2,9.26,0.157,330.97,108.27,4602.09,22.45,1,1,1,125,Indonesia,Wet,12,2022,0.159,0.83,,ihhnv,simulated,,1.0,,
28.6,5.12,7.6,4.28,4.339,83.71,124.63,4687.14,22.96,1,0,1,158,Indonesia,Wet,11,2019,0.541,0.98,,ihhnv,simulated,,1.0,,
22.43,29.88,6.5,7.93,1.255,162.45,126.45,3874.33,2.74,1,0,0,41,India,Dry,9,2023,0.375,1.0,,ihhnv,simulated,,1.0,,
26.43,3.02,7.13,9.32,3.138,449.12,164.92,750.13,29.83,1,1,0,118,Thailand,Dry,2,2022,0.418,0.78,,ihhnv,simulated,,0.0,,
26.71,22.42,8.93,3.1,1.966,150.4,170.29,3699.54,26.24,0,0,0,162,Vietnam,Dry,12,2022,0.687,0.955,,ihhnv,simulated,,1.0,,
26.89,8.05,7.77,8.96,4.226,459.92,150.99,3058.97,4.7,1,1,0,177,India,Wet,7,2019,0.413,0.83,,ihhnv,simulated,,1.0,,
33.59,2.11,7.4,3.57,4.884,379.16,14.25,2942.38,24.57,0,0,1,115,India,Wet,4,2022,0.564,0.455,,ihhnv,simulated,,1.0,,
22.12,19.39,7.5,5.5,3.291,0.66,99.53,1525.76,28.03,1,1,1,147,Vietnam,Wet,4,2019,0.483,1.0,,ihhnv,simulated,,1.0,,
27.59,1.23,6.37,2.17,2.927,151.33,100.18,253.41,26.95,0,1,1,94,Indonesia,Wet,7,2022,0.775,0.705,,ihhnv,simulated,,0.0,,
26.23,14.33,6.31,2.99,2.454,282.12,80.9,488.01,11.41,1,0,1,153,Malaysia,Wet,12,2020,0.705,1.0,,ihhnv,simulated,,1.0,,
30.74,23.89,6.65,2.94,1.428,19.89,178.62,2913.03,20.14,0,0,0,153,Philippines,Wet,6,2023,0.536,0.905,,ihhnv,simulated,,1.0,,
24.37,28.82,7.88,3.08,4.285,255.81,124.43,3616.93,21.98,0,1,1,165,China,Wet,9,2022,0.627,0.905,,ihhnv,simulated,,1.0,,
24.21,28.72,7.7,5.48,4.154,197.44,98.11,3756.06,11.99,1,1,0,81,Thailand,Wet,2,2020,0.517,1.0,,ihhnv,simulated,,1.0,,
24.08,23.35,6.47,9.52,3.721,430.1,173.45,472.62,9.32,0,0,1,67,Malaysia,Dry,9,2022,0.521,0.93,,ihhnv,simulated,,1.0,,
23.3,31.28,8.13,6.62,2.773,292.7,32.93,3474.72,13.7,1,0,0,153,China,Dry,9,2018,0.526,0.73,,ihhnv,simulated,,1.0,,
24.45,6.02,6.07,5.62,1.545,295.6,133.2,1958.4,2.05,1,1,1,55,Thailand,Dry,6,2019,0.556,0.88,,ihhnv,simulated,,1.0,,
21.03,18.81,6.81,5.82,0.292,431.73,158.93,2648.0,4.61,0,0,1,73,Indonesia,Dry,12,2021,0.287,0.63,,ihhnv,simulated,,0.0,,
33.64,21.87,6.11,8.19,3.073,337.22,25.83,3835.08,0.21,1,1,1,72,Malaysia,Dry,3,2018,0.625,0.83,,ihhnv,simulated,,1.0,,
32.53,25.95,8.25,4.88,1.982,33.55,111.35,4123.34,4.8,1,0,0,59,Vietnam,Wet,3,2018,0.516,1.0,,ihhnv,simulated,,1.0,,
29.62,15.71,7.65,8.35,0.601,364.92,78.71,4033.25,15.03,1,1,0,59,Indonesia,Wet,4,2023,0.147,0.98,,ihhnv,simulated,,1.0,,
29.0,18.25,7.66,2.02,0.788,451.54,74.7,4595.86,20.06,0,0,0,169,Malaysia,Wet,1,2023,0.38,0.855,,ihhnv,simulated,,1.0,,
22.08,19.34,8.06,8.65,4.931,374.18,66.53,2224.15,29.36,0,0,1,158,China,Dry,7,2021,0.472,0.93,,ihhnv,simulated,,1.0,,
24.66,32.08,8.46,7.68,1.942,394.21,39.17,3359.33,28.53,1,1,1,94,Vietnam,Wet,2,2019,0.453,0.73,,ihhnv,simulated,,1.0,,
24.18,10.45,8.9,6.79,4.586,392.83,146.97,2806.49,7.17,0,0,1,125,Philippines,Wet,5,2019,0.674,0.73,,ihhnv,simulated,,1.0,,
26.94,2.03,8.82,6.45,0.536,176.72,63.33,3342.16,7.93,1,0,1,79,India,Wet,3,2019,0.398,0.93,,ihhnv,simulated,,1.0,,
21.45,2.28,7.27,4.03,4.421,162.2,101.86,4548.28,26.81,0,0,0,65,Vietnam,Wet,11,2020,0.571,0.43,,ihhnv,simulated,,0.0,,
29.96,4.06,7.01,2.52,1.08,226.66,75.58,720.57,28.24,0,1,1,88,Indonesia,Wet,11,2020,0.451,0.655,,ihhnv,simulated,,0.0,,
28.86,7.91,8.53,5.24,3.24,438.9,112.43,4068.31,21.63,1,1,0,111,Thailand,Wet,2,2019,0.664,0.88,,ihhnv,simulated,,1.0,,
31.34,29.55,6.03,8.09,2.297,297.46,80.71,2414.42,18.34,1,1,1,50,Indonesia,Wet,4,2022,0.564,1.0,,ihhnv,simulated,,1.0,,
26.61,27.27,7.09,8.58,2.76,46.53,147.05,4453.42,10.5,0,0,0,74,Vietnam,Dry,12,2018,0.422,0.83,,ihhnv,simulated,,1.0,,
34.86,7.9,8.26,6.05,4.887,417.62,126.4,575.61,18.45,0,0,0,74,China,Dry,3,2021,0.592,0.53,,ihhnv,simulated,,1.0,,
22.29,13.53,6.91,2.89,1.753,445.5,127.84,4319.3,11.81,1,1,1,62,Indonesia,Dry,4,2022,0.53,0.955,,ihhnv,simulated,,1.0,,
22.09,8.22,8.39,9.3,1.0,208.47,135.0,4862.95,11.45,1,1,0,103,Philippines,Wet,8,2021,0.283,0.78,,ihhnv,simulated,,1.0,,
22.12,8.89,7.52,3.14,1.919,187.09,22.44,1683.57,26.46,0,1,1,53,Philippines,Wet,2,2020,0.445,0.455,,ihhnv,simulated,,0.0,,
29.79,32.35,7.61,5.85,4.501,98.8,29.96,2805.91,27.1,0,0,0,84,Philippines,Dry,1,2019,0.49,0.38,,ihhnv,simulated,,1.0,,
22.31,24.34,8.3,8.6,2.106,24.4,113.82,291.22,0.08,0,0,1,107,Philippines,Wet,6,2021,0.414,0.98,,ihhnv,simulated,,1.0,,
34.88,16.65,8.0,7.46,4.158,275.85,57.12,218.51,28.87,1,1,0,97,Malaysia,Dry,5,2019,0.501,0.73,,ihhnv,simulated,,1.0,,
27.69,28.4,8.35,2.36,2.073,10.26,36.96,790.32,4.73,1,0,1,42,Indonesia,Dry,3,2023,0.627,1.0,,ihhnv,simulated,,1.0,,
30.38,29.6,7.18,8.2,2.721,24.14,172.62,1966.18,26.08,0,1,1,99,Thailand,Wet,10,2021,0.416,0.73,,ihhnv,simulated,,1.0,,
22.18,18.22,8.38,4.95,0.551,444.14,169.62,1367.45,7.06,1,1,0,72,China,Dry,11,2018,0.376,0.98,,ihhnv,simulated,,1.0,,
22.65,15.78,7.45,3.21,1.592,205.3,87.17,111.58,12.8,0,1,0,141,India,Dry,6,2023,0.412,0.805,,ihhnv,simulated,,1.0,,
31.71,12.5,7.43,4.03,1.043,270.9,125.1,4044.6,10.42,1,0,0,164,Thailand,Wet,7,2021,0.327,0.83,,ihhnv,simulated,,0.0,,
25.83,22.2,6.69,2.28,0.814,452.31,192.69,3789.51,9.53,1,0,1,89,Indonesia,Dry,8,2018,0.483,1.0,,ihhnv,simulated,,1.0,,
30.42,10.84,7.5,3.6,1.169,435.27,59.65,148.43,25.07,1,0,1,166,India,Wet,7,2019,0.343,0.755,,ihhnv,simulated,,0.0,,
28.44,26.17,6.49,3.93,4.09,143.3,112.26,1422.89,9.13,0,0,1,150,Indonesia,Wet,10,2022,0.704,1.0,,ihhnv,simulated,,1.0,,
31.39,4.09,7.48,4.1,2.581,193.17,21.64,107.12,13.42,0,0,0,173,Indonesia,Wet,4,2023,0.487,0.33,,ihhnv,simulated,,1.0,,
28.47,9.2,6.88,6.21,4.634,273.88,47.72,3831.82,3.78,1,1,1,177,Vietnam,Wet,5,2021,0.563,0.73,,ihhnv,simulated,,1.0,,
31.82,20.86,7.93,5.72,1.114,458.61,66.79,2414.28,26.24,0,1,0,44,Thailand,Dry,6,2023,0.338,0.63,,ihhnv,simulated,,1.0,,
24.56,32.82,6.69,8.69,2.549,443.66,178.02,3687.78,21.14,1,0,1,45,Thailand,Wet,4,2018,0.462,1.0,,ihhnv,simulated,,1.0,,
26.43,17.46,7.44,9.0,0.238,224.44,111.62,3302.74,13.36,1,0,1,150,China,Wet,12,2022,0.07,1.0,,ihhnv,simulated,,1.0,,
34.42,28.23,7.14,3.69,2.176,259.37,161.97,2394.83,16.86,1,0,0,85,China,Wet,6,2022,0.512,1.0,,ihhnv,simulated,,1.0,,
34.11,31.12,7.03,7.93,1.964,4.26,101.31,2319.1,14.56,0,1,0,74,India,Dry,8,2020,0.366,0.38,,ihhnv,simulated,,1.0,,
24.93,13.45,7.56,4.79,0.247,80.33,89.54,982.61,22.54,0,1,1,67,Malaysia,Dry,7,2020,0.211,0.43,,ihhnv,simulated,,0.0,,
29.58,17.95,6.46,9.64,0.116,356.67,195.63,2370.14,20.52,1,0,0,140,India,Dry,8,2023,0.198,1.0,,ihhnv,simulated,,1.0,,
29.6,34.62,8.49,5.18,0.932,39.04,165.68,4607.92,15.54,0,0,0,160,Vietnam,Dry,6,2018,0.429,0.53,,ihhnv,simulated,,1.0,,
30.99,12.52,7.83,8.98,1.082,262.32,57.15,1054.34,6.81,1,0,0,149,Vietnam,Wet,7,2022,0.209,0.63,,ihhnv,simulated,,0.0,,
25.5,5.44,6.43,4.52,2.981,115.14,142.97,4463.37,17.45,0,0,0,110,Indonesia,Wet,3,2019,0.692,0.68,,ihhnv,simulated,,1.0,,
21.21,16.46,6.3,9.58,4.91,289.31,60.28,2648.78,14.34,0,1,1,68,Indonesia,Dry,5,2023,0.547,0.63,,ihhnv,simulated,,1.0,,
32.5,12.9,8.18,9.89,3.036,269.17,164.96,2278.72,26.5,1,0,1,180,Vietnam,Wet,1,2022,0.45,0.93,,ihhnv,simulated,,0.0,,
25.0,11.54,7.95,5.67,2.354,248.19,87.29,3703.61,27.32,1,0,0,99,Thailand,Wet,7,2018,0.481,0.93,,ihhnv,simulated,,1.0,,
34.27,31.04,6.07,2.98,2.828,45.02,160.84,4423.79,15.0,0,0,0,30,Malaysia,Dry,1,2020,0.787,0.605,,ihhnv,simulated,,1.0,,
29.35,28.06,8.78,6.24,1.754,391.4,146.32,272.35,13.93,1,0,0,150,Indonesia,Wet,12,2022,0.534,1.0,,ihhnv,simulated,,1.0,,
23.31,22.06,8.08,3.87,0.538,84.66,199.41,2475.77,10.32,1,1,0,178,Thailand,Wet,11,2020,0.361,1.0,,ihhnv,simulated,,1.0,,
29.78,18.59,8.57,9.93,1.832,169.43,27.65,2524.22,29.69,0,1,1,131,Indonesia,Wet,5,2022,0.384,0.68,,ihhnv,simulated,,1.0,,
29.7,1.39,7.88,4.17,2.598,66.32,131.48,4238.11,18.24,0,1,1,30,China,Dry,3,2022,0.546,0.53,,ihhnv,simulated,,0.0,,
29.71,22.68,7.36,9.97,2.748,26.81,180.8,2834.03,18.72,1,0,1,122,India,Dry,6,2019,0.33,1.0,,ihhnv,simulated,,1.0,,
24.55,21.66,6.79,4.06,1.008,52.33,182.49,4257.36,21.11,0,1,0,109,Thailand,Dry,2,2021,0.428,0.78,,ihhnv,simulated,,1.0,,
22.2,13.87,7.12,9.74,1.018,17.14,52.54,2458.96,13.49,1,0,1,83,Indonesia,Dry,8,2023,0.185,0.73,,ihhnv,simulated,,1.0,,
28.21,12.28,7.9,4.85,1.453,169.02,81.81,789.52,1.19,0,0,0,44,Malaysia,Dry,10,2021,0.4,0.58,,ihhnv,simulated,,1.0,,
33.26,17.43,6.5,5.81,0.749,282.47,108.85,1732.98,29.53,1,0,0,103,Vietnam,Dry,2,2022,0.39,0.98,,ihhnv,simulated,,1.0,,
34.6,24.41,8.92,9.97,0.563,21.22,29.86,4651.39,3.54,1,0,1,108,Philippines,Wet,6,2023,0.3,0.88,,ihhnv,simulated,,1.0,,
26.75,1.81,7.32,5.76,0.289,345.97,166.35,2331.47,11.04,1,0,0,151,Thailand,Wet,4,2020,0.203,0.83,,ihhnv,simulated,,1.0,,
24.26,30.52,8.31,8.61,1.123,69.25,77.68,1579.47,29.51,1,1,0,54,India,Wet,9,2018,0.306,0.88,,ihhnv,simulated,,1.0,,
34.53,25.58,6.78,8.66,4.27,199.35,18.22,665.97,24.18,1,0,1,46,China,Dry,11,2020,0.498,0.93,,ihhnv,simulated,,1.0,,
29.23,24.48,7.48,6.81,3.28,111.38,191.18,753.59,6.44,0,1,0,146,Indonesia,Dry,5,2022,0.443,0.73,,ihhnv,simulated,,0.0,,
33.74,15.64,8.1,3.59,3.892,49.83,155.91,4941.73,23.09,1,0,0,159,India,Dry,12,2022,0.647,1.0,,ihhnv,simulated,,1.0,,
33.59,24.2,8.59,8.98,2.084,121.24,169.86,3308.65,25.43,0,0,1,102,China,Dry,1,2023,0.447,0.83,,ihhnv,simulated,,1.0,,
25.53,21.98,8.8,3.39,0.877,46.7,134.98,2383.52,13.24,1,1,0,120,Philippines,Wet,8,2020,0.534,1.0,,ihhnv,simulated,,1.0,,
32.45,12.69,6.23,3.41,4.502,168.69,143.03,4042.57,27.37,1,1,0,143,Vietnam,Dry,12,2022,0.765,0.805,,ihhnv,simulated,,1.0,,
32.22,26.04,6.29,5.01,3.935,404.85,76.8,2781.62,25.63,0,0,0,159,Malaysia,Dry,4,2019,0.701,0.78,,ihhnv,simulated,,1.0,,
29.84,33.23,7.05,5.74,1.566,412.71,176.9,1293.14,29.77,1,1,1,66,Philippines,Wet,10,2021,0.391,0.88,,ihhnv,simulated,,1.0,,
33.64,21.4,6.63,9.45,4.732,58.74,147.0,2283.98,25.63,0,0,1,43,Malaysia,Dry,9,2022,0.497,0.83,,ihhnv,simulated,,1.0,,
23.95,32.15,7.44,5.68,4.58,246.22,96.1,4384.57,12.03,1,0,1,47,India,Wet,3,2023,0.487,0.98,,ihhnv,simulated,,1.0,,
32.49,34.67,7.56,7.68,3.133,16.6,70.66,2363.18,16.41,1,0,0,41,Vietnam,Wet,9,2019,0.421,0.83,,ihhnv,simulated,,1.0,,
33.53,26.77,8.65,9.4,0.724,57.23,79.87,1745.78,4.03,1,1,0,176,China,Wet,1,2022,0.292,0.93,,ihhnv,simulated,,1.0,,
34.32,10.74,7.0,3.11,3.811,166.35,98.18,2504.94,1.07,1,0,1,142,Philippines,Wet,9,2022,0.646,0.955,,ihhnv,simulated,,1.0,,
23.42,13.03,7.5,7.11,2.401,441.12,104.51,3357.16,1.76,0,1,1,95,China,Dry,3,2018,0.363,0.53,,ihhnv,simulated,,0.0,,
32.73,21.41,6.36,9.14,3.918,50.87,100.06,356.15,21.28,0,1,1,91,Philippines,Dry,2,2021,0.552,0.73,,ihhnv,simulated,,0.0,,
24.08,11.48,7.42,2.08,0.782,462.89,191.65,3673.89,16.83,1,1,1,82,Indonesia,Wet,10,2019,0.364,0.855,,ihhnv,simulated,,1.0,,
26.88,21.72,8.03,8.0,2.913,232.22,48.94,3569.9,10.03,1,0,1,113,Philippines,Dry,10,2018,0.479,1.0,,ihhnv,simulated,,1.0,,
20.56,14.98,6.62,7.39,1.937,130.63,74.81,3115.88,21.5,1,1,1,121,Malaysia,Dry,1,2023,0.449,0.68,,ihhnv,simulated,,0.0,,
26.59,23.45,8.56,7.57,2.671,350.39,19.19,2368.75,22.83,1,1,0,130,Vietnam,Wet,11,2019,0.554,0.93,,ihhnv,simulated,,0.0,,
